id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in,Justin Blackburn
770084000001,"Alamo Township, Precinct 1",131,11,0,0
770084000002,"Alamo Township, Precinct 2",216,20,0,0
770992000001,"Brady Charter Township, Precinct 1",144,13,0,0
770992000002,"Brady Charter Township, Precinct 2",106,10,0,0
771472000001,"Charleston Township, Precinct 1",137,17,1,0
771646000001,"Climax Township, Precinct 1",142,17,0,0
771768000001,"Comstock Charter Township, Precinct 1",204,21,1,0
771768000002,"Comstock Charter Township, Precinct 2",215,20,0,0
771768000003,"Comstock Charter Township, Precinct 3",151,10,0,0
771768000004,"Comstock Charter Township, Precinct 4",177,20,1,0
771768000005,"Comstock Charter Township, Precinct 5",330,31,0,0
771768000006,"Comstock Charter Township, Precinct 6",219,9,0,0
771798000001,"Cooper Charter Township, Precinct 1",114,8,0,0
771798000002,"Cooper Charter Township, Precinct 2",163,22,1,0
771798000003,"Cooper Charter Township, Precinct 3",320,47,0,0
771798000004,"Cooper Charter Township, Precinct 4",261,20,0,0
773126000001,"Galesburg City, Precinct 1",0,0,0,0
774218000001,"Kalamazoo Charter Township, Precinct 1",22,1,0,0
774218000002,"Kalamazoo Charter Township, Precinct 2",477,40,1,0
774218000003,"Kalamazoo Charter Township, Precinct 3",672,34,0,0
774218000004,"Kalamazoo Charter Township, Precinct 4",529,33,1,0
774218000005,"Kalamazoo Charter Township, Precinct 5",177,15,2,0
774218000006,"Kalamazoo Charter Township, Precinct 6",333,23,0,0
774216000002,"Kalamazoo City, Precinct 2",116,9,0,0
774216000003,"Kalamazoo City, Precinct 3",363,33,4,0
774216000004,"Kalamazoo City, Precinct 4",321,31,0,0
774216000005,"Kalamazoo City, Precinct 5",369,25,1,0
774216000006,"Kalamazoo City, Precinct 6",350,18,3,0
774216000007,"Kalamazoo City, Precinct 7",334,28,0,0
774216000008,"Kalamazoo City, Precinct 8",181,17,1,0
774216000009,"Kalamazoo City, Precinct 9",549,25,0,0
774216000010,"Kalamazoo City, Precinct 10",266,30,4,0
774216000011,"Kalamazoo City, Precinct 11",121,8,0,0
774216000012,"Kalamazoo City, Precinct 12",350,27,2,0
774216000013,"Kalamazoo City, Precinct 13",145,18,0,0
774216000014,"Kalamazoo City, Precinct 14",621,38,0,0
774216000015,"Kalamazoo City, Precinct 15",132,20,0,0
774216000016,"Kalamazoo City, Precinct 16",278,21,0,0
774216000017,"Kalamazoo City, Precinct 17",217,18,0,0
774216000018,"Kalamazoo City, Precinct 18",200,20,0,0
774216000019,"Kalamazoo City, Precinct 19",188,17,0,0
774216000020,"Kalamazoo City, Precinct 20",284,13,0,0
774216000021,"Kalamazoo City, Precinct 21",383,14,0,0
776140000001,"Oshtemo Charter Township, Precinct 1",214,15,1,0
776140000002,"Oshtemo Charter Township, Precinct 2",337,25,1,0
776140000003,"Oshtemo Charter Township, Precinct 3",339,30,0,0
776140000004,"Oshtemo Charter Township, Precinct 4",294,22,0,0
776140000005,"Oshtemo Charter Township, Precinct 5",415,41,0,0
776140000006,"Oshtemo Charter Township, Precinct 6",161,23,0,0
776140000007,"Oshtemo Charter Township, Precinct 7",249,20,1,0
776140000008,"Oshtemo Charter Township, Precinct 8",120,11,0,0
776140000009,"Oshtemo Charter Township, Precinct 9",324,24,0,0
776234000001,"Parchment City, Precinct 1",0,0,0,0
776296000001,"Charter Township of Pavilion, Precinct 1",191,29,0,0
776296000002,"Charter Township of Pavilion, Precinct 2",91,5,3,0
776296000003,"Charter Township of Pavilion, Precinct 3",130,10,0,0
776556000001,"Portage City, Precinct 1",337,30,0,0
776556000002,"Portage City, Precinct 2",105,13,0,0
776556000003,"Portage City, Precinct 3",589,43,0,0
776556000004,"Portage City, Precinct 4",507,58,1,0
776556000005,"Portage City, Precinct 5",747,58,0,0
776556000006,"Portage City, Precinct 6",374,40,2,0
776556000007,"Portage City, Precinct 7",426,20,0,0
776556000008,"Portage City, Precinct 8",535,36,0,0
776556000009,"Portage City, Precinct 9",302,28,0,0
776556000010,"Portage City, Precinct 10",473,56,0,0
776556000011,"Portage City, Precinct 11",309,33,0,0
776556000012,"Portage City, Precinct 12",246,28,0,0
776556000013,"Portage City, Precinct 13",488,40,1,0
776620000001,"Prairie Ronde Township, Precinct 1",201,14,1,0
776826000001,"Richland Township, Precinct 1",332,29,0,0
776826000002,"Richland Township, Precinct 2",411,41,2,0
776982000001,"Ross Township, Precinct 1",235,25,0,0
776982000002,"Ross Township, Precinct 2",285,23,0,0
777188000001,"Schoolcraft Township, Precinct 1",226,8,0,0
777188000002,"Schoolcraft Township, Precinct 2",107,10,0,0
777188000003,"Schoolcraft Township, Precinct 3",313,53,0,0
777188000004,"Schoolcraft Township, Precinct 4",150,20,0,0
777930000001,"Texas Charter Township, Precinct 1",250,24,0,0
777930000002,"Texas Charter Township, Precinct 2",248,12,0,0
777930000003,"Texas Charter Township, Precinct 3",314,16,1,0
777930000004,"Texas Charter Township, Precinct 4",368,55,0,0
777930000005,"Texas Charter Township, Precinct 5",473,50,0,0
777930000006,"Texas Charter Township, Precinct 6",406,27,0,0
778284000001,"Wakeshma Township, Precinct 1",0,0,0,0
