id,name,Mike Rogers,Write-in
770084000001,"Alamo Township, Precinct 1",111,1
770084000002,"Alamo Township, Precinct 2",189,2
770992000001,"Brady Charter Township, Precinct 1",156,0
770992000002,"Brady Charter Township, Precinct 2",127,1
771472000001,"Charleston Township, Precinct 1",145,3
771646000001,"Climax Township, Precinct 1",116,0
771768000001,"Comstock Charter Township, Precinct 1",136,0
771768000002,"Comstock Charter Township, Precinct 2",80,0
771768000003,"Comstock Charter Township, Precinct 3",92,0
771768000004,"Comstock Charter Township, Precinct 4",105,1
771768000005,"Comstock Charter Township, Precinct 5",141,1
771768000006,"Comstock Charter Township, Precinct 6",100,1
771798000001,"Cooper Charter Township, Precinct 1",73,0
771798000002,"Cooper Charter Township, Precinct 2",78,3
771798000003,"Cooper Charter Township, Precinct 3",167,3
771798000004,"Cooper Charter Township, Precinct 4",243,3
773126000001,"Galesburg City, Precinct 1",0,0
774218000001,"Kalamazoo Charter Township, Precinct 1",10,0
774218000002,"Kalamazoo Charter Township, Precinct 2",145,2
774218000003,"Kalamazoo Charter Township, Precinct 3",155,0
774218000004,"Kalamazoo Charter Township, Precinct 4",68,1
774218000005,"Kalamazoo Charter Township, Precinct 5",53,1
774218000006,"Kalamazoo Charter Township, Precinct 6",53,0
774216000002,"Kalamazoo City, Precinct 2",12,0
774216000003,"Kalamazoo City, Precinct 3",38,0
774216000004,"Kalamazoo City, Precinct 4",52,0
774216000005,"Kalamazoo City, Precinct 5",51,1
774216000006,"Kalamazoo City, Precinct 6",71,0
774216000007,"Kalamazoo City, Precinct 7",16,0
774216000008,"Kalamazoo City, Precinct 8",13,0
774216000009,"Kalamazoo City, Precinct 9",59,0
774216000010,"Kalamazoo City, Precinct 10",60,1
774216000011,"Kalamazoo City, Precinct 11",10,0
774216000012,"Kalamazoo City, Precinct 12",56,1
774216000013,"Kalamazoo City, Precinct 13",19,0
774216000014,"Kalamazoo City, Precinct 14",93,2
774216000015,"Kalamazoo City, Precinct 15",13,0
774216000016,"Kalamazoo City, Precinct 16",41,0
774216000017,"Kalamazoo City, Precinct 17",45,0
774216000018,"Kalamazoo City, Precinct 18",29,1
774216000019,"Kalamazoo City, Precinct 19",36,0
774216000020,"Kalamazoo City, Precinct 20",55,0
774216000021,"Kalamazoo City, Precinct 21",72,0
776140000001,"Oshtemo Charter Township, Precinct 1",115,1
776140000002,"Oshtemo Charter Township, Precinct 2",144,1
776140000003,"Oshtemo Charter Township, Precinct 3",108,0
776140000004,"Oshtemo Charter Township, Precinct 4",129,0
776140000005,"Oshtemo Charter Township, Precinct 5",161,0
776140000006,"Oshtemo Charter Township, Precinct 6",70,0
776140000007,"Oshtemo Charter Township, Precinct 7",95,0
776140000008,"Oshtemo Charter Township, Precinct 8",57,0
776140000009,"Oshtemo Charter Township, Precinct 9",103,0
776234000001,"Parchment City, Precinct 1",0,0
776296000001,"Charter Township of Pavilion, Precinct 1",134,0
776296000002,"Charter Township of Pavilion, Precinct 2",77,0
776296000003,"Charter Township of Pavilion, Precinct 3",54,0
776556000001,"Portage City, Precinct 1",102,1
776556000002,"Portage City, Precinct 2",29,0
776556000003,"Portage City, Precinct 3",264,0
776556000004,"Portage City, Precinct 4",264,0
776556000005,"Portage City, Precinct 5",327,0
776556000006,"Portage City, Precinct 6",111,0
776556000007,"Portage City, Precinct 7",164,0
776556000008,"Portage City, Precinct 8",192,2
776556000009,"Portage City, Precinct 9",102,0
776556000010,"Portage City, Precinct 10",305,0
776556000011,"Portage City, Precinct 11",119,0
776556000012,"Portage City, Precinct 12",83,1
776556000013,"Portage City, Precinct 13",148,0
776620000001,"Prairie Ronde Township, Precinct 1",169,0
776826000001,"Richland Township, Precinct 1",221,0
776826000002,"Richland Township, Precinct 2",315,0
776982000001,"Ross Township, Precinct 1",155,0
776982000002,"Ross Township, Precinct 2",251,1
777188000001,"Schoolcraft Township, Precinct 1",140,0
777188000002,"Schoolcraft Township, Precinct 2",60,1
777188000003,"Schoolcraft Township, Precinct 3",171,2
777188000004,"Schoolcraft Township, Precinct 4",100,0
777930000001,"Texas Charter Township, Precinct 1",163,0
777930000002,"Texas Charter Township, Precinct 2",149,0
777930000003,"Texas Charter Township, Precinct 3",109,1
777930000004,"Texas Charter Township, Precinct 4",160,1
777930000005,"Texas Charter Township, Precinct 5",223,1
777930000006,"Texas Charter Township, Precinct 6",194,1
778284000001,"Wakeshma Township, Precinct 1",0,0
