id,name,total,over_votes,under_votes,Write-in,John James,Perry Johnson,Mike Cox,Aric Nesbitt
490342000001,"Argentine Township, Precinct 1",240,,,1,119,80,39,1
490342000002,"Argentine Township, Precinct 2",161,,,0,79,52,29,1
490342000003,"Argentine Township, Precinct 3",64,,,0,24,24,14,2
490400000001,"Atlas Township, Precinct 1",194,,,0,93,78,20,3
490400000002,"Atlas Township, Precinct 2",94,,,0,44,32,17,1
490400000003,"Atlas Township, Precinct 3",272,,,0,152,84,35,1
491206000001,"City of Burton, Precinct 1",23,,,1,9,10,2,1
491206000002,"City of Burton, Precinct 2",68,,,0,37,17,13,1
491206000003,"City of Burton, Precinct 3",108,,,0,49,36,21,2
491206000004,"City of Burton, Precinct 4",176,,,0,80,69,24,3
491206000005,"City of Burton, Precinct 5",140,,,1,68,47,22,2
491206000006,"City of Burton, Precinct 6",109,,,0,45,48,16,0
491206000007,"City of Burton, Precinct 7",152,,,0,71,55,26,0
491626000001,"Clayton Township, Precinct 1",28,,,0,23,3,2,0
491626000002,"Clayton Township, Precinct 2",22,,,0,10,8,4,0
491626000003,"Clayton Township, Precinct 3",7,,,0,3,4,0,0
491626000004,"Clayton Township, Precinct 4",18,,,0,12,5,1,0
491662000001,"City of Clio, Precinct 1",25,,,0,14,11,0,0
491988000001,"City of Davison, Precinct 1",88,,,0,55,19,14,0
491988000002,"City of Davison, Precinct 2",86,,,0,34,29,14,9
491990000001,"Davison Township, Precinct 1",112,,,0,59,30,23,0
491990000002,"Davison Township, Precinct 2",140,,,0,73,39,27,1
491990000003,"Davison Township, Precinct 3",114,,,0,49,45,17,3
491990000004,"Davison Township, Precinct 4",180,,,0,93,57,29,1
491990000005,"Davison Township, Precinct 5",45,,,0,26,11,8,0
491990000006,"Davison Township, Precinct 6",96,,,0,48,23,25,0
491990000007,"Davison Township, Precinct 7",126,,,0,61,42,20,3
491990000008,"Davison Township, Precinct 8",172,,,0,82,49,36,5
492776000001,"City of Fenton, Precinct 1",69,,,0,41,18,9,1
492776000002,"City of Fenton, Precinct 2",184,,,0,93,59,30,2
492776000003,"City of Fenton, Precinct 3",167,,,0,75,58,31,3
492778000001,"Fenton Township, Precinct 1",239,,,0,121,74,40,4
492778000002,"Fenton Township, Precinct 2",213,,,1,94,67,49,2
492778000003,"Fenton Township, Precinct 3",236,,,0,115,65,54,2
492778000004,"Fenton Township, Precinct 4",255,,,1,139,69,41,5
492778000005,"Fenton Township, Precinct 5",190,,,0,114,42,30,4
492778000006,"Fenton Township, Precinct 6",255,,,0,130,76,46,3
492900001001,"City of Flint, Precinct 1",3,,,0,3,0,0,0
492900001002,"City of Flint, Precinct 2",13,,,0,5,4,2,2
492900001003,"City of Flint, Precinct 3",0,,,0,0,0,0,0
492900002004,"City of Flint, Precinct 4",0,,,0,0,0,0,0
492900002005,"City of Flint, Precinct 5",8,,,0,3,3,2,0
492900002006,"City of Flint, Precinct 6",3,,,0,2,0,1,0
492900002007,"City of Flint, Precinct 7",1,,,0,0,0,0,1
492900003008,"City of Flint, Precinct 8",0,,,0,0,0,0,0
492900003009,"City of Flint, Precinct 9",5,,,0,2,2,1,0
492900003010,"City of Flint, Precinct 10",13,,,1,3,9,0,0
492900004011,"City of Flint, Precinct 11",24,,,1,12,7,3,1
492900004012,"City of Flint, Precinct 12",48,,,0,15,17,16,0
492900005013,"City of Flint, Precinct 13",1,,,0,0,1,0,0
492900005014,"City of Flint, Precinct 14",10,,,0,3,4,1,2
492900005015,"City of Flint, Precinct 15",23,,,0,9,9,5,0
492900006016,"City of Flint, Precinct 16",13,,,0,6,0,7,0
492900006017,"City of Flint, Precinct 17",37,,,0,14,15,8,0
