id,name,total,over_votes,under_votes,Write-in,Haley Stevens,Abdul El-Sayed,Mallory McMorrow
490342000001,"Argentine Township, Precinct 1",27,,,0,13,12,2
490342000002,"Argentine Township, Precinct 2",36,,,0,8,26,2
490342000003,"Argentine Township, Precinct 3",10,,,0,2,7,1
490400000001,"Atlas Township, Precinct 1",35,,,0,30,5,0
490400000002,"Atlas Township, Precinct 2",29,,,0,16,12,1
490400000003,"Atlas Township, Precinct 3",50,,,0,24,23,3
491206000001,"City of Burton, Precinct 1",6,,,0,2,4,0
491206000002,"City of Burton, Precinct 2",16,,,0,11,5,0
491206000003,"City of Burton, Precinct 3",37,,,0,15,20,2
491206000004,"City of Burton, Precinct 4",30,,,0,8,21,1
491206000005,"City of Burton, Precinct 5",22,,,0,14,8,0
491206000006,"City of Burton, Precinct 6",17,,,0,6,10,1
491206000007,"City of Burton, Precinct 7",30,,,0,14,16,0
491626000001,"Clayton Township, Precinct 1",20,,,0,6,13,1
491626000002,"Clayton Township, Precinct 2",31,,,0,16,14,1
491626000003,"Clayton Township, Precinct 3",14,,,0,9,5,0
491626000004,"Clayton Township, Precinct 4",8,,,0,4,4,0
491662000001,"City of Clio, Precinct 1",24,,,0,10,14,0
491988000001,"City of Davison, Precinct 1",27,,,0,8,19,0
491988000002,"City of Davison, Precinct 2",20,,,0,7,13,0
491990000001,"Davison Township, Precinct 1",27,,,0,6,21,0
491990000002,"Davison Township, Precinct 2",26,,,0,17,9,0
491990000003,"Davison Township, Precinct 3",13,,,0,7,6,0
491990000004,"Davison Township, Precinct 4",21,,,0,13,8,0
491990000005,"Davison Township, Precinct 5",23,,,0,6,15,2
491990000006,"Davison Township, Precinct 6",22,,,0,4,18,0
491990000007,"Davison Township, Precinct 7",21,,,0,10,11,0
491990000008,"Davison Township, Precinct 8",39,,,0,14,23,2
492776000001,"City of Fenton, Precinct 1",0,,,0,0,0,0
492776000002,"City of Fenton, Precinct 2",0,,,0,0,0,0
492776000003,"City of Fenton, Precinct 3",0,,,0,0,0,0
492778000001,"Fenton Township, Precinct 1",41,,,0,19,21,1
492778000002,"Fenton Township, Precinct 2",20,,,0,14,5,1
492778000003,"Fenton Township, Precinct 3",27,,,0,12,15,0
492778000004,"Fenton Township, Precinct 4",21,,,0,6,15,0
492778000005,"Fenton Township, Precinct 5",35,,,0,15,20,0
492778000006,"Fenton Township, Precinct 6",24,,,0,14,9,1
492900001001,"City of Flint, Precinct 1",26,,,0,20,4,2
492900001002,"City of Flint, Precinct 2",12,,,0,7,5,0
492900001003,"City of Flint, Precinct 3",2,,,0,1,1,0
492900002004,"City of Flint, Precinct 4",8,,,0,8,0,0
492900002005,"City of Flint, Precinct 5",25,,,0,16,7,2
492900002006,"City of Flint, Precinct 6",28,,,0,17,9,2
492900002007,"City of Flint, Precinct 7",13,,,0,8,3,2
492900003008,"City of Flint, Precinct 8",18,,,0,13,4,1
492900003009,"City of Flint, Precinct 9",8,,,0,5,3,0
492900003010,"City of Flint, Precinct 10",3,,,0,1,2,0
492900004011,"City of Flint, Precinct 11",8,,,0,2,6,0
492900004012,"City of Flint, Precinct 12",15,,,0,6,8,1
492900005013,"City of Flint, Precinct 13",2,,,0,1,0,1
492900005014,"City of Flint, Precinct 14",37,,,0,22,11,4
492900005015,"City of Flint, Precinct 15",44,,,0,15,29,0
492900006016,"City of Flint, Precinct 16",30,,,0,16,13,1
492900006017,"City of Flint, Precinct 17",12,,,0,7,5,0
492900006018,"City of Flint, Precinct 18",1,,,0,1,0,0
492900007019,"City of Flint, Precinct 19",7,,,0,5,2,0
492900007020,"City of Flint, Precinct 20",55,,,0,18,36,1
492900007021,"City of Flint, Precinct 21",39,,,0,18,20,1
492900008022,"City of Flint, Precinct 22",1,,,0,1,0,0
492900008023,"City of Flint, Precinct 23",44,,,0,24,19,1
492900008024,"City of Flint, Precinct 24",16,,,0,8,7,1
492900009025,"City of Flint, Precinct 25",2,,,0,0,2,0
492900009026,"City of Flint, Precinct 26",5,,,0,1,4,0
492900009027,"City of Flint, Precinct 27",0,,,0,0,0,0
492900009028,"City of Flint, Precinct 28",13,,,0,9,4,0
492900009029,"City of Flint, Precinct 29",8,,,0,3,5,0
492902000001,"Flint Township, Precinct 1",135,,,0,53,80,2
492902000002,"Flint Township, Precinct 2",69,,,0,40,27,2
492902000003,"Flint Township, Precinct 3",74,,,0,31,40,3
492902000004,"Flint Township, Precinct 4",20,,,0,6,14,0
492902000005,"Flint Township, Precinct 5",112,,,0,37,73,2
492902000006,"Flint Township, Precinct 6",14,,,0,6,7,1
492902000007,"Flint Township, Precinct 7",14,,,0,5,8,1
492902000008,"Flint Township, Precinct 8",31,,,0,16,13,2
492920000001,"City of Flushing, Precinct 1",18,,,0,12,6,0
492920000002,"City of Flushing, Precinct 2",39,,,0,11,25,3
492920000003,"City of Flushing, Precinct 3",20,,,0,9,10,1
492920000004,"City of Flushing, Precinct 4",34,,,0,8,26,0
492922000001,"Flushing Township, Precinct 1",20,,,0,10,9,1
492922000002,"Flushing Township, Precinct 2",21,,,0,8,12,1
492922000003,"Flushing Township, Precinct 3",32,,,0,9,22,1
492922000004,"Flushing Township, Precinct 4",24,,,0,12,12,0
492942000001,"Forest Township, Precinct 1",45,,,0,29,14,2
493122000001,"Gaines Township, Precinct 1",36,,,0,14,21,1
493122000002,"Gaines Township, Precinct 2",17,,,0,12,5,0
493122000003,"Gaines Township, Precinct 3",23,,,0,5,17,1
493180000001,"Genesee Township, Precinct 1",6,,,0,3,2,1
493180000002,"Genesee Township, Precinct 2",4,,,0,4,0,0
493180000003,"Genesee Township, Precinct 3",14,,,0,7,6,1
493180000004,"Genesee Township, Precinct 4",13,,,0,7,6,0
493180000005,"Genesee Township, Precinct 5",28,,,0,17,11,0
493180000006,"Genesee Township, Precinct 6",15,,,0,6,9,0
493180000007,"Genesee Township, Precinct 7",7,,,0,2,5,0
493328000001,"City of Grand Blanc, Precinct 1",50,,,0,14,34,2
493328000002,"City of Grand Blanc, Precinct 2",30,,,0,15,14,1
493330000001,"Grand Blanc Township, Precinct 1",37,,,0,12,24,1
493330000002,"Grand Blanc Township, Precinct 2",9,,,0,2,6,1
493330000003,"Grand Blanc Township, Precinct 3",65,,,0,31,32,2
493330000004,"Grand Blanc Township, Precinct 4",53,,,0,22,30,1
493330000005,"Grand Blanc Township, Precinct 5",14,,,0,9,5,0
493330000006,"Grand Blanc Township, Precinct 6",66,,,0,17,48,1
493330000007,"Grand Blanc Township, Precinct 7",80,,,0,22,54,4
493330000008,"Grand Blanc Township, Precinct 8",54,,,0,17,36,1
493330000009,"Grand Blanc Township, Precinct 9",24,,,0,10,13,1
493330000010,"Grand Blanc Township, Precinct 10",32,,,0,9,23,0
494782000001,"City of Linden, Precinct 1",63,,,0,31,29,3
495528000001,"City of Montrose, Precinct 1",17,,,0,7,10,0
495530000001,"Montrose Township, Precinct 1",9,,,0,1,7,1
495530000002,"Montrose Township, Precinct 2",10,,,0,7,3,0
495530000003,"Montrose Township, Precinct 3",10,,,0,6,3,1
495530000004,"Montrose Township, Precinct 4",16,,,0,11,5,0
