id,name,total,over_votes,under_votes,Write-in,Mike Cox,John James,Perry Johnson,Aric Nesbitt
1250040000001,"Addison Township, Precinct 1",6,,,0,0,6,0,0
1250040000002,"Addison Township, Precinct 2",16,,,0,0,10,6,0
1250040000003,"Addison Township, Precinct 3",2,,,0,0,2,0,0
1250911000001,"Bloomfield Township, Precinct 1",3,,,0,0,1,2,0
1250911000002,"Bloomfield Township, Precinct 2",17,,,0,3,10,4,0
1250911000003,"Bloomfield Township, Precinct 3",30,,,0,2,22,6,0
1250911000004,"Bloomfield Township, Precinct 4",9,,,0,4,3,2,0
1250911000005,"Bloomfield Township, Precinct 5",46,,,0,2,27,17,0
1250911000006,"Bloomfield Township, Precinct 6",24,,,0,4,16,4,0
1250911000007,"Bloomfield Township, Precinct 7",36,,,0,2,18,15,1
1250911000008,"Bloomfield Township, Precinct 8",23,,,0,1,13,9,0
1250911000009,"Bloomfield Township, Precinct 9",17,,,0,1,5,11,0
1250911000010,"Bloomfield Township, Precinct 10",35,,,0,7,22,6,0
1250911000011,"Bloomfield Township, Precinct 11",52,,,0,3,40,9,0
1250911000012,"Bloomfield Township, Precinct 12",18,,,0,1,10,7,0
1251004000001,"Brandon Township, Precinct 1",33,,,0,3,16,14,0
1251004000002,"Brandon Township, Precinct 2",37,,,0,4,23,10,0
1251004000003,"Brandon Township, Precinct 3",47,,,0,6,20,20,1
1251004000004,"Brandon Township, Precinct 4",28,,,0,4,16,8,0
1251004000005,"Brandon Township, Precinct 5",1,,,0,0,1,0,0
1251004000006,"Brandon Township, Precinct 6",21,,,0,3,10,8,0
1251764000001,"Commerce Township, Precinct 1",36,,,0,4,21,11,0
1251764000002,"Commerce Township, Precinct 2",13,,,0,1,7,5,0
1251764000003,"Commerce Township, Precinct 3",20,,,0,2,9,9,0
1251764000004,"Commerce Township, Precinct 4",15,,,0,0,6,9,0
1251764000005,"Commerce Township, Precinct 5",33,,,0,5,17,11,0
1251764000006,"Commerce Township, Precinct 6",37,,,0,3,20,14,0
