id,name,total,over_votes,under_votes,Write-in,Ethan Baker
1250911000001,"Bloomfield Township, Precinct 1",108,,,0,108
1250911000002,"Bloomfield Township, Precinct 2",103,,,0,103
1250911000003,"Bloomfield Township, Precinct 3",335,,,2,333
1250911000004,"Bloomfield Township, Precinct 4",135,,,0,135
1250911000005,"Bloomfield Township, Precinct 5",300,,,0,300
1250911000006,"Bloomfield Township, Precinct 6",179,,,0,179
1250911000007,"Bloomfield Township, Precinct 7",270,,,0,270
1250911000008,"Bloomfield Township, Precinct 8",162,,,0,162
1250911000009,"Bloomfield Township, Precinct 9",204,,,0,204
1250911000010,"Bloomfield Township, Precinct 10",185,,,0,185
1250911000011,"Bloomfield Township, Precinct 11",418,,,1,417
1250911000012,"Bloomfield Township, Precinct 12",121,,,0,121
1251764000001,"Commerce Township, Precinct 1",169,,,0,169
1251764000002,"Commerce Township, Precinct 2",154,,,1,153
1251764000003,"Commerce Township, Precinct 3",154,,,0,154
1251764000004,"Commerce Township, Precinct 4",140,,,0,140
1251764000005,"Commerce Township, Precinct 5",173,,,0,173
1251764000006,"Commerce Township, Precinct 6",94,,,0,94
1251764000007,"Commerce Township, Precinct 7",227,,,0,227
1251764000008,"Commerce Township, Precinct 8",203,,,0,203
1251764000009,"Commerce Township, Precinct 9",160,,,1,159
1251764000010,"Commerce Township, Precinct 10",138,,,0,138
1251764000011,"Commerce Township, Precinct 11",160,,,1,159
1251764000012,"Commerce Township, Precinct 12",77,,,0,77
1251764000013,"Commerce Township, Precinct 13",150,,,0,150
1251764000014,"Commerce Township, Precinct 14",37,,,0,37
1251764000015,"Commerce Township, Precinct 15",111,,,0,111
1254040000007,"Independence Township, Precinct 7",0,,,0,0
1257006000001,"Royal Oak Township, Precinct 1",0,,,0,0
1257006000002,"Royal Oak Township, Precinct 2",2,,,0,2
1258424000001,"Waterford Township, Precinct 1",89,,,0,89
1258424000002,"Waterford Township, Precinct 2",222,,,1,221
1258424000003,"Waterford Township, Precinct 3",176,,,0,176
1258424000004,"Waterford Township, Precinct 4",213,,,0,213
1258424000005,"Waterford Township, Precinct 5",243,,,0,243
1258424000006,"Waterford Township, Precinct 6",203,,,0,203
1258424000007,"Waterford Township, Precinct 7",158,,,0,158
1258424000008,"Waterford Township, Precinct 8",192,,,0,192
1258424000009,"Waterford Township, Precinct 9",212,,,0,212
1258424000010,"Waterford Township, Precinct 10",147,,,0,147
1258424000011,"Waterford Township, Precinct 11",144,,,1,143
1258424000012,"Waterford Township, Precinct 12",230,,,1,229
1258424000013,"Waterford Township, Precinct 13",136,,,1,135
1258424000014,"Waterford Township, Precinct 14",105,,,1,104
1258424000015,"Waterford Township, Precinct 15",101,,,0,101
1258424000016,"Waterford Township, Precinct 16",162,,,0,162
1258424000017,"Waterford Township, Precinct 17",158,,,0,158
1258424000018,"Waterford Township, Precinct 18",178,,,0,178
1258424000019,"Waterford Township, Precinct 19",153,,,0,153
1258424000020,"Waterford Township, Precinct 20",137,,,0,137
1258424000021,"Waterford Township, Precinct 21",141,,,0,141
1258548000001,"West Bloomfield Township, Precinct 1",93,,,0,93
1258548000002,"West Bloomfield Township, Precinct 2",110,,,0,110
1258548000003,"West Bloomfield Township, Precinct 3",73,,,0,73
1258548000004,"West Bloomfield Township, Precinct 4",45,,,0,45
1258548000005,"West Bloomfield Township, Precinct 5",56,,,0,56
1258548000006,"West Bloomfield Township, Precinct 6",179,,,0,179
1258548000007,"West Bloomfield Township, Precinct 7",176,,,0,176
1258548000008,"West Bloomfield Township, Precinct 8",132,,,0,132
1258548000009,"West Bloomfield Township, Precinct 9",80,,,0,80
1258548000010,"West Bloomfield Township, Precinct 10",85,,,1,84
1258548000011,"West Bloomfield Township, Precinct 11",73,,,0,73
1258548000012,"West Bloomfield Township, Precinct 12",90,,,0,90
1258548000013,"West Bloomfield Township, Precinct 13",21,,,0,21
1258548000014,"West Bloomfield Township, Precinct 14",134,,,0,134
1258548000015,"West Bloomfield Township, Precinct 15",109,,,0,109
1258548000016,"West Bloomfield Township, Precinct 16",113,,,1,112
1258548000017,"West Bloomfield Township, Precinct 17",62,,,0,62
1258548000018,"West Bloomfield Township, Precinct 18",71,,,0,71
1258548000019,"West Bloomfield Township, Precinct 19",84,,,0,84
1258548000020,"West Bloomfield Township, Precinct 20",71,,,0,71
1258686000002,"White Lake Township, Precinct 2",160,,,0,160
1258686000003,"White Lake Township, Precinct 3",197,,,1,196
1258686000004,"White Lake Township, Precinct 4",167,,,0,167
1258686000005,"White Lake Township, Precinct 5",259,,,0,259
1258686000006,"White Lake Township, Precinct 6",246,,,2,244
1258686000007,"White Lake Township, Precinct 7",246,,,1,245
1258686000008,"White Lake Township, Precinct 8",184,,,1,183
1258686000009,"White Lake Township, Precinct 9",222,,,1,221
1250410500001,"Auburn Hills, Precinct 1",65,,,1,64
1250410500002,"Auburn Hills, Precinct 2",302,,,0,302
1250410500003,"Auburn Hills, Precinct 3",62,,,0,62
1250410500004,"Auburn Hills, Precinct 4",53,,,0,53
1250410500005,"Auburn Hills, Precinct 5",62,,,0,62
1250410500006,"Auburn Hills, Precinct 6",84,,,0,84
1250410500007,"Auburn Hills, Precinct 7",51,,,0,51
1250766000001,"Berkley, Precinct 1",150,,,0,150
1250766000002,"Berkley, Precinct 2",117,,,1,116
1250766000003,"Berkley, Precinct 3",98,,,0,98
1250766000004,"Berkley, Precinct 4",59,,,0,59
1250864000001,"Birmingham, Precinct 1",203,,,1,202
1250864000002,"Birmingham, Precinct 2",151,,,0,151
1250864000003,"Birmingham, Precinct 3",112,,,0,112
1250864000004,"Birmingham, Precinct 4",234,,,0,234
1250864000005,"Birmingham, Precinct 5",107,,,0,107
1250918000001,"Bloomfield Hills, Precinct 1",177,,,0,177
1250918000002,"Bloomfield Hills, Precinct 2",108,,,1,107
1251616000001,"Clawson, Precinct 1",76,,,1,75
1251616000002,"Clawson, Precinct 2",47,,,0,47
1251616000003,"Clawson, Precinct 3",102,,,0,102
1251616000004,"Clawson, Precinct 4",71,,,0,71
1252738000001,"Farmington, Precinct 1",66,,,0,66
1252738000002,"Farmington, Precinct 2",163,,,1,162
1252738000003,"Farmington, Precinct 3",120,,,0,120
1252744000001,"Farmington Hills, Precinct 1",0,,,0,0
1252744000002,"Farmington Hills, Precinct 2",0,,,0,0
1252744000003,"Farmington Hills, Precinct 3",0,,,0,0
1252744000004,"Farmington Hills, Precinct 4",0,,,0,0
1252744000005,"Farmington Hills, Precinct 5",0,,,0,0
1252744000006,"Farmington Hills, Precinct 6",145,,,0,145
1252744000007,"Farmington Hills, Precinct 7",92,,,0,92
1252744000008,"Farmington Hills, Precinct 8",119,,,1,118
1252744000009,"Farmington Hills, Precinct 9",81,,,0,81
1252744000010,"Farmington Hills, Precinct 10",72,,,1,71
1252744000011,"Farmington Hills, Precinct 11",187,,,1,186
1252744000012,"Farmington Hills, Precinct 12",153,,,0,153
1252744000013,"Farmington Hills, Precinct 13",63,,,1,62
1252744000014,"Farmington Hills, Precinct 14",179,,,0,179
1252744000015,"Farmington Hills, Precinct 15",16,,,0,16
1252744000016,"Farmington Hills, Precinct 16",182,,,2,180
1252744000017,"Farmington Hills, Precinct 17",100,,,0,100
1252744000018,"Farmington Hills, Precinct 18",106,,,0,106
1252744000019,"Farmington Hills, Precinct 19",158,,,0,158
1252744000020,"Farmington Hills, Precinct 20",162,,,0,162
1252744000021,"Farmington Hills, Precinct 21",130,,,0,130
1252744000022,"Farmington Hills, Precinct 22",15,,,0,15
1252744000023,"Farmington Hills, Precinct 23",15,,,0,15
1252788000001,"Ferndale, Precinct 1",58,,,0,58
1252788000002,"Ferndale, Precinct 2",31,,,0,31
1252788000003,"Ferndale, Precinct 3",49,,,0,49
