id,name,total,over_votes,under_votes,Write-in,John James,Perry Johnson,Mike Cox,Aric Nesbitt
991432000001,"Center Line, Precinct 1",46,,,0,17,22,7,0
991432000002,"Center Line, Precinct 2",37,,,1,21,12,3,0
991432000003,"Center Line, Precinct 3",93,,,1,36,36,19,1
991432000004,"Center Line, Precinct 4",23,,,0,11,6,6,0
992429000001,"Eastpointe, Precinct 1",76,,,0,28,36,10,2
992429000002,"Eastpointe, Precinct 2",74,,,0,47,18,9,0
992429000003,"Eastpointe, Precinct 3",82,,,0,38,30,14,0
992429000004,"Eastpointe, Precinct 4",84,,,0,39,33,10,2
992429000005,"Eastpointe, Precinct 5",80,,,0,37,32,10,1
992429000006,"Eastpointe, Precinct 6",60,,,0,30,20,8,2
992429000007,"Eastpointe, Precinct 7",107,,,0,41,50,14,2
992429000008,"Eastpointe, Precinct 8",72,,,0,41,22,7,2
993042000001,"Fraser, Precinct 1",120,,,0,58,40,20,2
993042000002,"Fraser, Precinct 2",207,,,0,100,90,17,0
993042000003,"Fraser, Precinct 3",103,,,0,49,38,13,3
993042000004,"Fraser, Precinct 4",101,,,0,41,38,22,0
993042000005,"Fraser, Precinct 5",179,,,0,83,52,41,3
998245300002,Grosse Pointe Shores 2,0,,,0,0,0,0,0
995296000001,"Memphis, Precinct 1",3,,,0,1,2,0,0
995582000001,"Mount Clemens, Precinct 1",20,,,0,8,10,2,0
995582000002,"Mount Clemens, Precinct 2",66,,,0,42,15,8,1
995582000003,"Mount Clemens, Precinct 3",79,,,0,36,34,8,1
995582000004,"Mount Clemens, Precinct 4",43,,,0,15,20,7,1
995582000005,"Mount Clemens, Precinct 5",104,,,0,53,35,14,2
995582000006,"Mount Clemens, Precinct 6",77,,,0,35,22,19,1
995710000001,"New Baltimore, Precinct 1",106,,,0,45,50,10,1
995710000002,"New Baltimore, Precinct 2",100,,,0,41,43,12,4
995710000003,"New Baltimore, Precinct 3",202,,,0,92,78,31,1
995710000004,"New Baltimore, Precinct 4",182,,,0,69,68,44,1
995710000005,"New Baltimore, Precinct 5",154,,,0,71,60,22,1
996838000001,"Richmond, Precinct 1",225,,,0,89,95,38,3
996838000002,"Richmond, Precinct 2",177,,,0,67,76,33,1
996980000001,"Roseville, Precinct 1",85,,,0,28,37,18,2
996980000002,"Roseville, Precinct 2",123,,,0,59,49,14,1
996980000003,"Roseville, Precinct 3",50,,,0,19,24,7,0
996980000004,"Roseville, Precinct 4",126,,,0,51,52,20,3
996980000005,"Roseville, Precinct 5",84,,,0,44,18,19,3
996980000006,"Roseville, Precinct 6",113,,,0,51,42,18,2
996980000007,"Roseville, Precinct 7",89,,,1,38,31,14,5
996980000008,"Roseville, Precinct 8",116,,,2,53,50,11,0
996980000009,"Roseville, Precinct 9",145,,,0,61,59,24,1
996980000010,"Roseville, Precinct 10",65,,,0,28,26,11,0
996980000011,"Roseville, Precinct 11",142,,,0,51,70,16,5
996980000012,"Roseville, Precinct 12",146,,,1,71,55,17,2
997076000001,"St. Clair Shores, Precinct 1",161,,,0,80,50,29,2
997076000002,"St. Clair Shores, Precinct 2",135,,,1,58,57,19,0
997076000003,"St. Clair Shores, Precinct 3",271,,,1,140,82,44,4
997076000004,"St. Clair Shores, Precinct 4",298,,,0,143,101,53,1
997076000005,"St. Clair Shores, Precinct 5",170,,,0,72,66,30,2
997076000006,"St. Clair Shores, Precinct 6",307,,,2,149,95,59,2
997076000007,"St. Clair Shores, Precinct 7",307,,,3,137,123,42,2
997076000008,"St. Clair Shores, Precinct 8",489,,,0,255,149,77,8
997076000009,"St. Clair Shores, Precinct 9",409,,,0,199,139,69,2
997076000010,"St. Clair Shores, Precinct 10",435,,,1,213,152,68,1
997076000011,"St. Clair Shores, Precinct 11",391,,,3,161,161,63,3
997076000012,"St. Clair Shores, Precinct 12",236,,,1,112,86,35,2
997646000001,"Sterling Heights, Precinct 1",48,,,0,20,19,9,0
997646000002,"Sterling Heights, Precinct 2",95,,,0,46,37,12,0
997646000003,"Sterling Heights, Precinct 3",123,,,0,74,32,16,1
997646000004,"Sterling Heights, Precinct 4",82,,,0,42,24,14,2
997646000005,"Sterling Heights, Precinct 5",88,,,1,49,19,18,1
