id,name,total,over_votes,under_votes,Write-in,Haley Stevens,Abdul El-Sayed,Mallory McMorrow
991432000001,"Center Line, Precinct 1",98,,,0,51,41,6
991432000002,"Center Line, Precinct 2",136,,,0,101,29,6
991432000003,"Center Line, Precinct 3",230,,,0,138,83,9
991432000004,"Center Line, Precinct 4",56,,,0,29,21,6
992429000001,"Eastpointe, Precinct 1",359,,,0,244,98,17
992429000002,"Eastpointe, Precinct 2",288,,,1,163,117,7
992429000003,"Eastpointe, Precinct 3",294,,,0,177,104,13
992429000004,"Eastpointe, Precinct 4",444,,,3,313,109,19
992429000005,"Eastpointe, Precinct 5",481,,,2,345,113,21
992429000006,"Eastpointe, Precinct 6",282,,,0,192,77,13
992429000007,"Eastpointe, Precinct 7",426,,,0,286,109,31
992429000008,"Eastpointe, Precinct 8",397,,,0,309,77,11
993042000001,"Fraser, Precinct 1",264,,,0,161,89,14
993042000002,"Fraser, Precinct 2",313,,,0,201,99,13
993042000003,"Fraser, Precinct 3",230,,,0,155,68,7
993042000004,"Fraser, Precinct 4",206,,,0,133,63,10
993042000005,"Fraser, Precinct 5",288,,,0,187,86,15
998245300002,Grosse Pointe Shores 2,0,,,0,0,0,0
995296000001,"Memphis, Precinct 1",0,,,0,0,0,0
995582000001,"Mount Clemens, Precinct 1",128,,,0,92,30,6
995582000002,"Mount Clemens, Precinct 2",146,,,0,70,71,5
995582000003,"Mount Clemens, Precinct 3",219,,,0,111,95,13
995582000004,"Mount Clemens, Precinct 4",137,,,0,63,71,3
995582000005,"Mount Clemens, Precinct 5",213,,,0,126,72,15
995582000006,"Mount Clemens, Precinct 6",279,,,0,194,72,13
995710000001,"New Baltimore, Precinct 1",128,,,0,85,40,3
995710000002,"New Baltimore, Precinct 2",98,,,0,58,36,4
995710000003,"New Baltimore, Precinct 3",235,,,0,149,78,8
995710000004,"New Baltimore, Precinct 4",237,,,0,150,77,10
995710000005,"New Baltimore, Precinct 5",201,,,0,147,50,4
996838000001,"Richmond, Precinct 1",170,,,0,112,51,7
996838000002,"Richmond, Precinct 2",154,,,0,99,50,5
996980000001,"Roseville, Precinct 1",176,,,0,103,66,7
996980000002,"Roseville, Precinct 2",264,,,1,166,85,12
996980000003,"Roseville, Precinct 3",195,,,0,142,36,17
996980000004,"Roseville, Precinct 4",282,,,0,184,80,18
996980000005,"Roseville, Precinct 5",240,,,1,158,68,13
996980000006,"Roseville, Precinct 6",208,,,1,131,61,15
996980000007,"Roseville, Precinct 7",241,,,0,166,58,17
996980000008,"Roseville, Precinct 8",284,,,0,173,99,12
996980000009,"Roseville, Precinct 9",266,,,0,172,70,24
996980000010,"Roseville, Precinct 10",105,,,0,78,24,3
996980000011,"Roseville, Precinct 11",272,,,1,156,104,11
996980000012,"Roseville, Precinct 12",312,,,1,206,92,13
997076000001,"St. Clair Shores, Precinct 1",483,,,0,275,187,21
997076000002,"St. Clair Shores, Precinct 2",370,,,0,191,158,21
997076000003,"St. Clair Shores, Precinct 3",516,,,0,291,197,28
997076000004,"St. Clair Shores, Precinct 4",392,,,0,243,133,16
997076000005,"St. Clair Shores, Precinct 5",309,,,1,172,122,14
997076000006,"St. Clair Shores, Precinct 6",456,,,0,280,150,26
997076000007,"St. Clair Shores, Precinct 7",569,,,0,357,186,26
997076000008,"St. Clair Shores, Precinct 8",702,,,0,420,272,10
997076000009,"St. Clair Shores, Precinct 9",545,,,0,316,184,45
997076000010,"St. Clair Shores, Precinct 10",639,,,0,404,203,32
997076000011,"St. Clair Shores, Precinct 11",543,,,0,302,220,21
997076000012,"St. Clair Shores, Precinct 12",378,,,0,221,134,23
997646000001,"Sterling Heights, Precinct 1",133,,,0,75,53,5
997646000002,"Sterling Heights, Precinct 2",252,,,0,140,99,13
997646000003,"Sterling Heights, Precinct 3",228,,,0,127,89,12
997646000004,"Sterling Heights, Precinct 4",229,,,0,120,100,9
997646000005,"Sterling Heights, Precinct 5",197,,,0,115,69,13
997646000006,"Sterling Heights, Precinct 6",196,,,0,106,74,16
997646000007,"Sterling Heights, Precinct 7",164,,,0,109,49,6
997646000008,"Sterling Heights, Precinct 8",187,,,0,114,67,6
997646000009,"Sterling Heights, Precinct 9",228,,,0,145,74,9
997646000010,"Sterling Heights, Precinct 10",219,,,0,145,71,3
997646000011,"Sterling Heights, Precinct 11",315,,,0,191,100,24
997646000012,"Sterling Heights, Precinct 12",156,,,0,86,59,11
997646000013,"Sterling Heights, Precinct 13",219,,,0,148,60,11
997646000014,"Sterling Heights, Precinct 14",591,,,0,413,146,32
997646000015,"Sterling Heights, Precinct 15",216,,,1,139,64,12
997646000017,"Sterling Heights, Precinct 17",108,,,0,69,39,0
997646000018,"Sterling Heights, Precinct 18",185,,,0,132,49,4
997646000019,"Sterling Heights, Precinct 19",144,,,0,86,52,6
