id,name,total,over_votes,under_votes,Write-in,Haley Stevens,Abdul El-Sayed,Mallory McMorrow
991432000001,"Center Line, Precinct 1",13,,,0,7,6,0
991432000002,"Center Line, Precinct 2",14,,,0,10,4,0
991432000003,"Center Line, Precinct 3",21,,,0,13,8,0
991432000004,"Center Line, Precinct 4",4,,,0,1,3,0
992429000001,"Eastpointe, Precinct 1",26,,,0,14,10,2
992429000002,"Eastpointe, Precinct 2",31,,,0,15,15,1
992429000003,"Eastpointe, Precinct 3",21,,,0,16,5,0
992429000004,"Eastpointe, Precinct 4",29,,,0,15,12,2
992429000005,"Eastpointe, Precinct 5",21,,,0,9,10,2
992429000006,"Eastpointe, Precinct 6",14,,,0,6,8,0
992429000007,"Eastpointe, Precinct 7",23,,,0,13,10,0
992429000008,"Eastpointe, Precinct 8",23,,,0,14,9,0
993042000001,"Fraser, Precinct 1",20,,,0,7,13,0
993042000002,"Fraser, Precinct 2",35,,,0,13,22,0
993042000003,"Fraser, Precinct 3",14,,,0,4,10,0
993042000004,"Fraser, Precinct 4",20,,,0,5,15,0
993042000005,"Fraser, Precinct 5",12,,,0,2,10,0
998245300002,Grosse Pointe Shores 2,2,,,0,1,1,0
995296000001,"Memphis, Precinct 1",4,,,0,0,4,0
995582000001,"Mount Clemens, Precinct 1",10,,,0,4,6,0
995582000002,"Mount Clemens, Precinct 2",19,,,0,4,15,0
995582000003,"Mount Clemens, Precinct 3",22,,,0,5,15,2
995582000004,"Mount Clemens, Precinct 4",16,,,0,8,8,0
995582000005,"Mount Clemens, Precinct 5",14,,,0,6,8,0
995582000006,"Mount Clemens, Precinct 6",32,,,0,17,14,1
995710000001,"New Baltimore, Precinct 1",11,,,0,8,3,0
995710000002,"New Baltimore, Precinct 2",12,,,0,1,11,0
995710000003,"New Baltimore, Precinct 3",20,,,0,10,10,0
995710000004,"New Baltimore, Precinct 4",24,,,0,9,15,0
995710000005,"New Baltimore, Precinct 5",12,,,0,3,9,0
996838000001,"Richmond, Precinct 1",42,,,0,22,20,0
996838000002,"Richmond, Precinct 2",40,,,0,18,20,2
996980000001,"Roseville, Precinct 1",16,,,0,7,9,0
996980000002,"Roseville, Precinct 2",34,,,0,12,22,0
996980000003,"Roseville, Precinct 3",11,,,0,7,3,1
996980000004,"Roseville, Precinct 4",24,,,0,8,15,1
996980000005,"Roseville, Precinct 5",11,,,0,7,4,0
996980000006,"Roseville, Precinct 6",16,,,0,7,8,1
996980000007,"Roseville, Precinct 7",11,,,0,5,6,0
996980000008,"Roseville, Precinct 8",28,,,0,8,20,0
996980000009,"Roseville, Precinct 9",21,,,0,13,8,0
996980000010,"Roseville, Precinct 10",4,,,0,2,2,0
996980000011,"Roseville, Precinct 11",21,,,0,12,8,1
996980000012,"Roseville, Precinct 12",31,,,0,7,24,0
997076000001,"St. Clair Shores, Precinct 1",58,,,0,18,39,1
997076000002,"St. Clair Shores, Precinct 2",30,,,0,6,24,0
997076000003,"St. Clair Shores, Precinct 3",49,,,0,7,40,2
997076000004,"St. Clair Shores, Precinct 4",26,,,0,10,15,1
997076000005,"St. Clair Shores, Precinct 5",17,,,0,7,10,0
997076000006,"St. Clair Shores, Precinct 6",53,,,0,21,31,1
997076000007,"St. Clair Shores, Precinct 7",35,,,0,13,21,1
997076000008,"St. Clair Shores, Precinct 8",57,,,0,17,39,1
997076000009,"St. Clair Shores, Precinct 9",39,,,0,23,16,0
997076000010,"St. Clair Shores, Precinct 10",43,,,0,18,25,0
997076000011,"St. Clair Shores, Precinct 11",41,,,0,14,25,2
997076000012,"St. Clair Shores, Precinct 12",29,,,0,8,20,1
997646000001,"Sterling Heights, Precinct 1",20,,,0,4,16,0
997646000002,"Sterling Heights, Precinct 2",21,,,0,0,21,0
997646000003,"Sterling Heights, Precinct 3",50,,,0,12,38,0
997646000004,"Sterling Heights, Precinct 4",36,,,0,6,30,0
997646000005,"Sterling Heights, Precinct 5",32,,,0,12,20,0
997646000006,"Sterling Heights, Precinct 6",35,,,0,8,26,1
997646000007,"Sterling Heights, Precinct 7",39,,,0,10,29,0
997646000008,"Sterling Heights, Precinct 8",24,,,0,6,17,1
997646000009,"Sterling Heights, Precinct 9",51,,,0,16,34,1
997646000010,"Sterling Heights, Precinct 10",23,,,0,10,12,1
997646000011,"Sterling Heights, Precinct 11",21,,,0,7,14,0
997646000012,"Sterling Heights, Precinct 12",25,,,0,4,21,0
997646000013,"Sterling Heights, Precinct 13",17,,,0,2,15,0
997646000014,"Sterling Heights, Precinct 14",47,,,0,19,27,1
997646000015,"Sterling Heights, Precinct 15",27,,,0,5,22,0
997646000017,"Sterling Heights, Precinct 17",17,,,0,5,11,1
997646000018,"Sterling Heights, Precinct 18",8,,,0,2,6,0
997646000019,"Sterling Heights, Precinct 19",22,,,0,5,15,2
997646000020,"Sterling Heights, Precinct 20",12,,,0,2,10,0
997646000021,"Sterling Heights, Precinct 21",58,,,0,18,40,0
997646000022,"Sterling Heights, Precinct 22",21,,,0,4,15,2
997646000023,"Sterling Heights, Precinct 23",40,,,0,15,25,0
997646000025,"Sterling Heights, Precinct 25",7,,,0,2,5,0
997646000026,"Sterling Heights, Precinct 26",27,,,0,10,16,1
997646000027,"Sterling Heights, Precinct 27",39,,,0,8,31,0
997646000028,"Sterling Heights, Precinct 28",42,,,0,19,21,2
997646000029,"Sterling Heights, Precinct 29",50,,,0,20,30,0
997646000030,"Sterling Heights, Precinct 30",26,,,0,7,19,0
997646000031,"Sterling Heights, Precinct 31",39,,,0,16,23,0
997646000032,"Sterling Heights, Precinct 32",22,,,0,5,17,0
997646000033,"Sterling Heights, Precinct 33",7,,,1,2,4,0
997646000034,"Sterling Heights, Precinct 34",20,,,0,1,19,0
997646000035,"Sterling Heights, Precinct 35",24,,,0,11,12,1
997646000036,"Sterling Heights, Precinct 36",37,,,0,12,25,0
997646000037,"Sterling Heights, Precinct 37",18,,,0,6,12,0
997646000038,"Sterling Heights, Precinct 38",23,,,0,10,12,1
997646000039,"Sterling Heights, Precinct 39",13,,,0,3,10,0
997646000040,"Sterling Heights, Precinct 40",54,,,0,15,37,2
997646000042,"Sterling Heights, Precinct 42",28,,,0,10,18,0
997646000043,"Sterling Heights, Precinct 43",38,,,0,8,29,1
998154000001,"Utica, Precinct 1",19,,,0,5,14,0
998400001001,"Warren, Precinct 1",14,,,0,5,9,0
998400002002,"Warren, Precinct 2",14,,,0,2,12,0
998400002003,"Warren, Precinct 3",6,,,0,2,4,0
998400001004,"Warren, Precinct 4",16,,,0,7,9,0
998400001005,"Warren, Precinct 5",15,,,0,1,14,0
998400005006,"Warren, Precinct 6",16,,,0,3,13,0
998400005007,"Warren, Precinct 7",10,,,0,2,8,0
998400005008,"Warren, Precinct 8",7,,,0,4,3,0
998400003009,"Warren, Precinct 9",9,,,0,4,5,0
998400003010,"Warren, Precinct 10",0,,,0,0,0,0
998400005011,"Warren, Precinct 11",4,,,0,0,4,0
998400005012,"Warren, Precinct 12",3,,,0,1,2,0
998400003013,"Warren, Precinct 13",18,,,0,7,11,0
998400004014,"Warren, Precinct 14",4,,,0,0,4,0
998400004015,"Warren, Precinct 15",9,,,0,1,8,0
998400004016,"Warren, Precinct 16",7,,,0,3,4,0
998400005017,"Warren, Precinct 17",4,,,0,1,3,0
998400002018,"Warren, Precinct 18",18,,,0,1,17,0
998400002019,"Warren, Precinct 19",39,,,0,8,31,0
998400005020,"Warren, Precinct 20",17,,,0,7,10,0
998400005021,"Warren, Precinct 21",15,,,0,7,8,0
998400003022,"Warren, Precinct 22",10,,,0,3,6,1
998400004023,"Warren, Precinct 23",11,,,0,1,10,0
998400004024,"Warren, Precinct 24",6,,,0,3,3,0
998400004025,"Warren, Precinct 25",15,,,0,5,10,0
998400003026,"Warren, Precinct 26",14,,,0,2,12,0
998400003027,"Warren, Precinct 27",31,,,0,12,19,0
998400004028,"Warren, Precinct 28",12,,,0,7,5,0
998400003029,"Warren, Precinct 29",21,,,0,2,19,0
998400004030,"Warren, Precinct 30",16,,,0,3,11,2
998400001031,"Warren, Precinct 31",18,,,0,0,16,2
998400002032,"Warren, Precinct 32",22,,,0,6,16,0
998400002033,"Warren, Precinct 33",20,,,0,0,20,0
998400001034,"Warren, Precinct 34",14,,,0,3,11,0
998400001035,"Warren, Precinct 35",14,,,0,3,11,0
998400002036,"Warren, Precinct 36",26,,,0,9,16,1
998400005037,"Warren, Precinct 37",44,,,0,15,29,0
998400005038,"Warren, Precinct 38",19,,,0,6,12,1
998400005039,"Warren, Precinct 39",24,,,0,9,14,1
998400002040,"Warren, Precinct 40",43,,,0,8,35,0
998400001041,"Warren, Precinct 41",23,,,0,4,18,1
998400001042,"Warren, Precinct 42",18,,,0,5,13,0
998400002043,"Warren, Precinct 43",20,,,0,3,16,1
998400003044,"Warren, Precinct 44",33,,,0,8,25,0
998400004045,"Warren, Precinct 45",5,,,0,1,4,0
998400003046,"Warren, Precinct 46",11,,,0,3,8,0
998400004047,"Warren, Precinct 47",7,,,0,2,5,0
998400003048,"Warren, Precinct 48",9,,,0,4,5,0
998400003049,"Warren, Precinct 49",35,,,0,16,19,0
998400002050,"Warren, Precinct 50",22,,,0,5,17,0
998400001051,"Warren, Precinct 51",17,,,0,2,15,0
998400001052,"Warren, Precinct 52",25,,,0,4,21,0
998400004053,"Warren, Precinct 53",13,,,0,7,6,0
990354000001,"Armada Township, Precinct 1",19,,,0,12,7,0
990354000002,"Armada Township, Precinct 2",21,,,0,8,13,0
991130000001,"Bruce Township, Precinct 1",8,,,0,3,5,0
991130000002,"Bruce Township, Precinct 2",11,,,0,4,7,0
991130000003,"Bruce Township, Precinct 3",8,,,0,2,6,0
991130000004,"Bruce Township, Precinct 4",11,,,0,6,4,1
991534000001,"Chesterfield Township, Precinct 1",55,,,0,22,33,0
991534000002,"Chesterfield Township, Precinct 2",35,,,0,16,19,0
991534000003,"Chesterfield Township, Precinct 3",50,,,0,15,32,3
991534000004,"Chesterfield Township, Precinct 4",61,,,0,24,36,1
991534000005,"Chesterfield Township, Precinct 5",39,,,0,15,23,1
991534000006,"Chesterfield Township, Precinct 6",32,,,0,13,19,0
991534000007,"Chesterfield Township, Precinct 7",31,,,0,15,15,1
991534000008,"Chesterfield Township, Precinct 8",22,,,0,9,13,0
991534000009,"Chesterfield Township, Precinct 9",67,,,0,31,35,1
991534000010,"Chesterfield Township, Precinct 10",38,,,0,21,17,0
