id,name,total,over_votes,under_votes,Write-in,Lisa McClain
995296000001,"Memphis, Precinct 1",3,,,0,3
995710000001,"New Baltimore, Precinct 1",12,,,0,12
995710000002,"New Baltimore, Precinct 2",11,,,0,11
995710000003,"New Baltimore, Precinct 3",25,,,0,25
995710000004,"New Baltimore, Precinct 4",18,,,0,18
995710000005,"New Baltimore, Precinct 5",13,,,1,12
996838000001,"Richmond, Precinct 1",32,,,0,32
996838000002,"Richmond, Precinct 2",32,,,0,32
990354000001,"Armada Township, Precinct 1",32,,,0,32
990354000002,"Armada Township, Precinct 2",25,,,0,25
991130000001,"Bruce Township, Precinct 1",3,,,0,3
991130000002,"Bruce Township, Precinct 2",15,,,0,15
991130000003,"Bruce Township, Precinct 3",12,,,1,11
991130000004,"Bruce Township, Precinct 4",17,,,0,17
991534000001,"Chesterfield Township, Precinct 1",44,,,0,44
991534000002,"Chesterfield Township, Precinct 2",42,,,1,41
991534000003,"Chesterfield Township, Precinct 3",66,,,0,66
991534000004,"Chesterfield Township, Precinct 4",54,,,0,54
991534000005,"Chesterfield Township, Precinct 5",43,,,1,42
991534000006,"Chesterfield Township, Precinct 6",39,,,0,39
991534000007,"Chesterfield Township, Precinct 7",20,,,0,20
991534000008,"Chesterfield Township, Precinct 8",22,,,0,22
991534000009,"Chesterfield Township, Precinct 9",45,,,0,45
991534000010,"Chesterfield Township, Precinct 10",40,,,0,40
994690000001,"Lenox Township, Precinct 1",15,,,0,15
994690000002,"Lenox Township, Precinct 2",26,,,0,26
994690000003,"Lenox Township, Precinct 3",16,,,0,16
994690000004,"Lenox Township, Precinct 4",5,,,0,5
995048000003,"Macomb Township, Precinct 3",23,,,0,23
995048000004,"Macomb Township, Precinct 4",18,,,0,18
995048000005,"Macomb Township, Precinct 5",44,,,0,44
995048000006,"Macomb Township, Precinct 6",1,,,0,1
995048000009,"Macomb Township, Precinct 9",57,,,0,57
995048000010,"Macomb Township, Precinct 10",23,,,0,23
995048000012,"Macomb Township, Precinct 12",3,,,0,3
995048000013,"Macomb Township, Precinct 13",18,,,0,18
995048000014,"Macomb Township, Precinct 14",57,,,0,57
995048000015,"Macomb Township, Precinct 15",34,,,0,34
995048000016,"Macomb Township, Precinct 16",24,,,0,24
995048000017,"Macomb Township, Precinct 17",11,,,0,11
995048000018,"Macomb Township, Precinct 18",43,,,0,43
995048000019,"Macomb Township, Precinct 19",62,,,0,62
995048000020,"Macomb Township, Precinct 20",18,,,0,18
995048000021,"Macomb Township, Precinct 21",35,,,0,35
995048000022,"Macomb Township, Precinct 22",18,,,0,18
995048000023,"Macomb Township, Precinct 23",14,,,0,14
995048000024,"Macomb Township, Precinct 24",30,,,0,30
996742000001,"Ray Township, Precinct 1",10,,,0,10
996742000002,"Ray Township, Precinct 2",13,,,0,13
996840000001,"Richmond Township, Precinct 1",23,,,0,23
996840000002,"Richmond Township, Precinct 2",26,,,0,26
998412000001,"Washington Township, Precinct 1",51,,,1,50
998412000002,"Washington Township, Precinct 2",24,,,0,24
998412000003,"Washington Township, Precinct 3",20,,,0,20
998412000004,"Washington Township, Precinct 4",53,,,0,53
998412000005,"Washington Township, Precinct 5",41,,,0,41
998412000006,"Washington Township, Precinct 6",56,,,0,56
998412000007,"Washington Township, Precinct 7",32,,,0,32
