id,name,total,over_votes,under_votes,Write-in,Ray Pooley
995296000001,"Memphis, Precinct 1",4,,,1,3
995710000001,"New Baltimore, Precinct 1",116,,,2,114
995710000002,"New Baltimore, Precinct 2",87,,,1,86
995710000003,"New Baltimore, Precinct 3",210,,,3,207
995710000004,"New Baltimore, Precinct 4",234,,,1,233
995710000005,"New Baltimore, Precinct 5",182,,,2,180
996838000001,"Richmond, Precinct 1",180,,,0,180
996838000002,"Richmond, Precinct 2",163,,,0,163
990354000001,"Armada Township, Precinct 1",193,,,0,193
990354000002,"Armada Township, Precinct 2",131,,,0,131
991130000001,"Bruce Township, Precinct 1",150,,,3,147
991130000002,"Bruce Township, Precinct 2",192,,,0,192
991130000003,"Bruce Township, Precinct 3",156,,,3,153
991130000004,"Bruce Township, Precinct 4",133,,,0,133
991534000001,"Chesterfield Township, Precinct 1",403,,,0,403
991534000002,"Chesterfield Township, Precinct 2",287,,,3,284
991534000003,"Chesterfield Township, Precinct 3",484,,,4,480
991534000004,"Chesterfield Township, Precinct 4",452,,,7,445
991534000005,"Chesterfield Township, Precinct 5",328,,,1,327
991534000006,"Chesterfield Township, Precinct 6",268,,,0,268
991534000007,"Chesterfield Township, Precinct 7",225,,,1,224
991534000008,"Chesterfield Township, Precinct 8",232,,,2,230
991534000009,"Chesterfield Township, Precinct 9",469,,,2,467
991534000010,"Chesterfield Township, Precinct 10",389,,,1,388
994690000001,"Lenox Township, Precinct 1",79,,,1,78
994690000002,"Lenox Township, Precinct 2",178,,,0,178
994690000003,"Lenox Township, Precinct 3",188,,,1,187
994690000004,"Lenox Township, Precinct 4",58,,,0,58
995048000003,"Macomb Township, Precinct 3",304,,,2,302
995048000004,"Macomb Township, Precinct 4",298,,,1,297
995048000005,"Macomb Township, Precinct 5",386,,,1,385
995048000006,"Macomb Township, Precinct 6",116,,,2,114
995048000009,"Macomb Township, Precinct 9",322,,,6,316
995048000010,"Macomb Township, Precinct 10",239,,,1,238
995048000012,"Macomb Township, Precinct 12",82,,,5,77
995048000013,"Macomb Township, Precinct 13",355,,,1,354
995048000014,"Macomb Township, Precinct 14",328,,,3,325
995048000015,"Macomb Township, Precinct 15",394,,,1,393
995048000016,"Macomb Township, Precinct 16",340,,,2,338
995048000017,"Macomb Township, Precinct 17",129,,,0,129
995048000018,"Macomb Township, Precinct 18",339,,,1,338
995048000019,"Macomb Township, Precinct 19",408,,,2,406
995048000020,"Macomb Township, Precinct 20",228,,,4,224
995048000021,"Macomb Township, Precinct 21",231,,,2,229
995048000022,"Macomb Township, Precinct 22",224,,,1,223
995048000023,"Macomb Township, Precinct 23",113,,,0,113
995048000024,"Macomb Township, Precinct 24",174,,,0,174
996742000001,"Ray Township, Precinct 1",84,,,1,83
996742000002,"Ray Township, Precinct 2",111,,,0,111
996840000001,"Richmond Township, Precinct 1",8,,,0,8
996840000002,"Richmond Township, Precinct 2",11,,,0,11
998412000001,"Washington Township, Precinct 1",317,,,1,316
998412000002,"Washington Township, Precinct 2",210,,,1,209
998412000003,"Washington Township, Precinct 3",236,,,0,236
998412000004,"Washington Township, Precinct 4",354,,,0,354
998412000005,"Washington Township, Precinct 5",302,,,1,301
998412000006,"Washington Township, Precinct 6",382,,,1,381
998412000007,"Washington Township, Precinct 7",278,,,1,277
