id,name,total,over_votes,under_votes,Write-in,John James,Perry Johnson,Mike Cox,Aric Nesbitt
991432000001,"Center Line, Precinct 1",0,,,0,0,0,0,0
991432000002,"Center Line, Precinct 2",4,,,0,2,1,1,0
991432000003,"Center Line, Precinct 3",15,,,0,5,10,0,0
991432000004,"Center Line, Precinct 4",2,,,0,0,2,0,0
992429000001,"Eastpointe, Precinct 1",4,,,0,4,0,0,0
992429000002,"Eastpointe, Precinct 2",7,,,0,7,0,0,0
992429000003,"Eastpointe, Precinct 3",7,,,0,4,2,1,0
992429000004,"Eastpointe, Precinct 4",6,,,0,4,2,0,0
992429000005,"Eastpointe, Precinct 5",2,,,0,1,0,0,1
992429000006,"Eastpointe, Precinct 6",3,,,0,2,1,0,0
992429000007,"Eastpointe, Precinct 7",10,,,0,5,4,1,0
992429000008,"Eastpointe, Precinct 8",2,,,0,2,0,0,0
993042000001,"Fraser, Precinct 1",3,,,0,1,1,1,0
993042000002,"Fraser, Precinct 2",26,,,0,12,14,0,0
993042000003,"Fraser, Precinct 3",4,,,0,2,2,0,0
993042000004,"Fraser, Precinct 4",5,,,0,1,2,2,0
993042000005,"Fraser, Precinct 5",16,,,0,9,6,0,1
998245300002,Grosse Pointe Shores 2,0,,,0,0,0,0,0
995296000001,"Memphis, Precinct 1",3,,,0,1,2,0,0
995582000001,"Mount Clemens, Precinct 1",1,,,0,1,0,0,0
995582000002,"Mount Clemens, Precinct 2",12,,,0,8,3,1,0
995582000003,"Mount Clemens, Precinct 3",6,,,0,3,3,0,0
995582000004,"Mount Clemens, Precinct 4",6,,,0,3,2,1,0
995582000005,"Mount Clemens, Precinct 5",7,,,0,5,1,0,1
995582000006,"Mount Clemens, Precinct 6",16,,,0,9,4,3,0
995710000001,"New Baltimore, Precinct 1",13,,,0,6,7,0,0
995710000002,"New Baltimore, Precinct 2",12,,,0,7,4,0,1
995710000003,"New Baltimore, Precinct 3",28,,,0,13,13,2,0
995710000004,"New Baltimore, Precinct 4",19,,,0,6,11,2,0
995710000005,"New Baltimore, Precinct 5",13,,,0,6,2,5,0
996838000001,"Richmond, Precinct 1",33,,,0,22,7,3,1
996838000002,"Richmond, Precinct 2",34,,,0,20,11,2,1
996980000001,"Roseville, Precinct 1",8,,,0,2,5,1,0
996980000002,"Roseville, Precinct 2",14,,,0,8,5,0,1
996980000003,"Roseville, Precinct 3",5,,,0,1,4,0,0
996980000004,"Roseville, Precinct 4",12,,,0,6,6,0,0
996980000005,"Roseville, Precinct 5",3,,,0,2,0,1,0
996980000006,"Roseville, Precinct 6",12,,,0,10,1,1,0
996980000007,"Roseville, Precinct 7",4,,,0,2,2,0,0
996980000008,"Roseville, Precinct 8",10,,,1,3,5,1,0
996980000009,"Roseville, Precinct 9",13,,,0,7,4,2,0
