id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
1453020000001,"City of Frankenmuth, Precinct 1",115,83,1
1457052000001,"City of Saginaw, Precinct 1",99,33,0
1457052000002,"City of Saginaw, Precinct 2",,,
1457052000003,"City of Saginaw, Precinct 3",72,32,1
1457052000004,"City of Saginaw, Precinct 4",46,23,0
1457052000005,"City of Saginaw, Precinct 5",33,17,0
1457052000006,"City of Saginaw, Precinct 6",49,23,0
1457052000007,"City of Saginaw, Precinct 7",96,39,0
1457052000008,"City of Saginaw, Precinct 8",64,31,0
1457052000009,"City of Saginaw, Precinct 9",43,52,2
1457052000010,"City of Saginaw, Precinct 10",80,59,0
1457052000011,"City of Saginaw, Precinct 11",54,53,1
1457052000012,"City of Saginaw, Precinct 12",49,38,0
1457052000013,"City of Saginaw, Precinct 13",87,79,0
1457052000014,"City of Saginaw, Precinct 14",123,114,0
1457052000015,"City of Saginaw, Precinct 15",57,56,2
1457052000016,"City of Saginaw, Precinct 16",140,99,2
1458932000001,"City of Zilwaukee, Precinct 1",,,
1450092000001,"Albee Township, Precinct 1",,,
1450856000001,"Birch Run Township, Precinct 1",92,85,1
1450856000002,"Birch Run Township, Precinct 2",,,
1450940000001,"Blumfield Township, Precinct 1",21,40,0
1450994000001,"Brady Township, Precinct 1",110,108,0
1451010000001,"Brant Township, Precinct 1",97,87,1
1451046000001,"Bridgeport Township, Precinct 1",83,60,1
1451046000002,"Bridgeport Township, Precinct 2",132,119,0
1451046000003,"Bridgeport Township, Precinct 3",56,64,2
1451156000001,"Buena Vista Charter Township, Precinct 1",,,
1451156000002,"Buena Vista Charter Township, Precinct 2",93,48,2
1451156000003,"Buena Vista Charter Township, Precinct 3",91,43,0
1451354000001,"Carrollton Township, Precinct 1",55,66,0
1451354000002,"Carrollton Township, Precinct 2",94,94,0
1451466000001,"Chapin Township, Precinct 1",47,24,0
1451516000001,"Chesaning Township, Precinct 1",113,134,3
1453022000001,"Frankenmuth Township, Precinct 1",142,89,0
1453072000001,"Fremont Township, Precinct 1",92,105,0
1454148000001,"James Township, Precinct 1",118,103,0
1454190000001,"Jonesfield Township, Precinct 1",,,
1454380000001,"Kochville Township, Precinct 1",65,72,0
1454456000001,"Lakefield Township, Precinct 1",47,53,1
0155096000001,"Maple Grove Township, Precinct 1",188,172,1
1515172000001,"Marion Township, Precinct 1",,,
1176830000001,"Richland Township, Precinct 1",62,34,0
0776826000002,"Richland Township, Precinct 2",,,
1457054000001,"Saginaw Township, Precinct 1",119,103,1
1457054000002,"Saginaw Township, Precinct 2",188,160,1
1457054000003,"Saginaw Township, Precinct 3",110,86,1
1457054000004,"Saginaw Township, Precinct 4",56,57,0
1457054000005,"Saginaw Township, Precinct 5",110,98,0
1457054000006,"Saginaw Township, Precinct 6",112,94,1
1457054000007,"Saginaw Township, Precinct 7",120,107,0
1457054000008,"Saginaw Township, Precinct 8",118,102,1
1457054000009,"Saginaw Township, Precinct 9",176,125,1
1457054000010,"Saginaw Township, Precinct 10",98,84,0
1457054000011,"Saginaw Township, Precinct 11",92,75,2
1457054000012,"Saginaw Township, Precinct 12",168,142,2
1457054000013,"Saginaw Township, Precinct 13",115,90,1
1457548000001,"Spaulding Township, Precinct 1",143,103,0
1457066000001,"St. Charles Township, Precinct 1",67,83,0
1457766000001,"Swan Creek Township, Precinct 1",154,164,0
1457910000001,"Taymouth Township, Precinct 1",99,116,1
1457952000001,"Thomas Township, Precinct 1",40,49,0
1457952000002,"Thomas Township, Precinct 2",51,65,0
1457952000003,"Thomas Township, Precinct 3",83,67,1
1457952000004,"Thomas Township, Precinct 4",49,32,0
1457952000005,"Thomas Township, Precinct 5",83,118,1
1457984000001,"Tittabawassee Township, Precinct 1",69,59,0
1457984000002,"Tittabawassee Township, Precinct 2",55,67,0
1457984000003,"Tittabawassee Township, Precinct 3",,,
1457984000004,"Tittabawassee Township, Precinct 4",,,
1458934000001,"Zilwaukee Township, Precinct 1",2,2,0
