id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
1453020000001,"City of Frankenmuth, Precinct 1",141,373,189,12,1
1457052000001,"City of Saginaw, Precinct 1",0,3,0,0,0
1457052000002,"City of Saginaw, Precinct 2",,,,,
1457052000003,"City of Saginaw, Precinct 3",0,10,3,0,0
1457052000004,"City of Saginaw, Precinct 4",2,6,5,0,0
1457052000005,"City of Saginaw, Precinct 5",0,0,1,0,0
1457052000006,"City of Saginaw, Precinct 6",0,1,0,0,0
1457052000007,"City of Saginaw, Precinct 7",0,2,5,0,0
1457052000008,"City of Saginaw, Precinct 8",1,1,0,0,0
1457052000009,"City of Saginaw, Precinct 9",4,5,16,1,0
1457052000010,"City of Saginaw, Precinct 10",13,27,21,0,0
1457052000011,"City of Saginaw, Precinct 11",10,20,14,1,0
1457052000012,"City of Saginaw, Precinct 12",12,4,16,5,0
1457052000013,"City of Saginaw, Precinct 13",9,20,18,1,0
1457052000014,"City of Saginaw, Precinct 14",9,27,38,1,0
1457052000015,"City of Saginaw, Precinct 15",5,25,13,1,0
1457052000016,"City of Saginaw, Precinct 16",14,37,32,2,0
1458932000001,"City of Zilwaukee, Precinct 1",,,,,
1450092000001,"Albee Township, Precinct 1",,,,,
1450856000001,"Birch Run Township, Precinct 1",62,148,142,11,0
1450856000002,"Birch Run Township, Precinct 2",,,,,
1450940000001,"Blumfield Township, Precinct 1",18,73,52,8,1
1450994000001,"Brady Township, Precinct 1",0,0,0,0,0
1451010000001,"Brant Township, Precinct 1",0,0,0,0,0
1451046000001,"Bridgeport Township, Precinct 1",26,30,42,3,0
1451046000002,"Bridgeport Township, Precinct 2",11,28,29,4,0
1451046000003,"Bridgeport Township, Precinct 3",16,33,29,2,0
1451156000001,"Buena Vista Charter Township, Precinct 1",,,,,
1451156000002,"Buena Vista Charter Township, Precinct 2",3,4,11,0,0
1451156000003,"Buena Vista Charter Township, Precinct 3",4,7,3,0,0
1451354000001,"Carrollton Township, Precinct 1",9,27,38,0,0
1451354000002,"Carrollton Township, Precinct 2",16,39,42,1,0
1451466000001,"Chapin Township, Precinct 1",0,0,0,0,0
1451516000001,"Chesaning Township, Precinct 1",30,63,88,3,0
1453022000001,"Frankenmuth Township, Precinct 1",0,0,0,0,0
1453072000001,"Fremont Township, Precinct 1",0,0,0,0,0
1454148000001,"James Township, Precinct 1",0,0,0,0,0
1454190000001,"Jonesfield Township, Precinct 1",,,,,
1454380000001,"Kochville Township, Precinct 1",25,47,49,8,0
1454456000001,"Lakefield Township, Precinct 1",0,0,0,0,0
0155096000001,"Maple Grove Township, Precinct 1",0,0,0,0,0
1515172000001,"Marion Township, Precinct 1",,,,,
1176830000001,"Richland Township, Precinct 1",39,59,39,5,0
0776826000002,"Richland Township, Precinct 2",,,,,
1457054000001,"Saginaw Township, Precinct 1",50,115,67,1,0
1457054000002,"Saginaw Township, Precinct 2",24,101,45,4,0
1457054000003,"Saginaw Township, Precinct 3",14,43,24,2,0
1457054000004,"Saginaw Township, Precinct 4",18,38,33,0,0
1457054000005,"Saginaw Township, Precinct 5",30,57,57,2,0
1457054000006,"Saginaw Township, Precinct 6",35,88,49,2,0
1457054000007,"Saginaw Township, Precinct 7",28,62,54,1,0
1457054000008,"Saginaw Township, Precinct 8",33,87,53,3,0
1457054000009,"Saginaw Township, Precinct 9",36,114,78,0,0
1457054000010,"Saginaw Township, Precinct 10",25,70,39,1,0
1457054000011,"Saginaw Township, Precinct 11",7,25,25,0,0
1457054000012,"Saginaw Township, Precinct 12",35,118,90,1,0
1457054000013,"Saginaw Township, Precinct 13",39,60,51,0,0
1457548000001,"Spaulding Township, Precinct 1",0,0,0,0,0
1457066000001,"St. Charles Township, Precinct 1",39,38,52,2,1
1457766000001,"Swan Creek Township, Precinct 1",0,0,0,0,0
1457910000001,"Taymouth Township, Precinct 1",39,103,93,12,3
1457952000001,"Thomas Township, Precinct 1",19,72,48,2,0
1457952000002,"Thomas Township, Precinct 2",19,42,51,3,0
1457952000003,"Thomas Township, Precinct 3",47,132,128,7,2
1457952000004,"Thomas Township, Precinct 4",36,82,62,5,0
1457952000005,"Thomas Township, Precinct 5",41,98,79,4,0
1457984000001,"Tittabawassee Township, Precinct 1",25,59,53,4,0
1457984000002,"Tittabawassee Township, Precinct 2",19,56,51,4,0
1457984000003,"Tittabawassee Township, Precinct 3",,,,,
1457984000004,"Tittabawassee Township, Precinct 4",,,,,
1458934000001,"Zilwaukee Township, Precinct 1",0,0,0,0,0
