id,name,Mike Rogers,Write-in
1453020000001,"City of Frankenmuth, Precinct 1",498,0
1457052000001,"City of Saginaw, Precinct 1",1,0
1457052000002,"City of Saginaw, Precinct 2",,
1457052000003,"City of Saginaw, Precinct 3",10,0
1457052000004,"City of Saginaw, Precinct 4",8,0
1457052000005,"City of Saginaw, Precinct 5",1,0
1457052000006,"City of Saginaw, Precinct 6",6,0
1457052000007,"City of Saginaw, Precinct 7",9,0
1457052000008,"City of Saginaw, Precinct 8",4,0
1457052000009,"City of Saginaw, Precinct 9",44,0
1457052000010,"City of Saginaw, Precinct 10",56,0
1457052000011,"City of Saginaw, Precinct 11",70,0
1457052000012,"City of Saginaw, Precinct 12",39,0
1457052000013,"City of Saginaw, Precinct 13",52,0
1457052000014,"City of Saginaw, Precinct 14",78,1
1457052000015,"City of Saginaw, Precinct 15",48,1
1457052000016,"City of Saginaw, Precinct 16",96,0
1458932000001,"City of Zilwaukee, Precinct 1",,
1450092000001,"Albee Township, Precinct 1",,
1450856000001,"Birch Run Township, Precinct 1",406,1
1450856000002,"Birch Run Township, Precinct 2",,
1450940000001,"Blumfield Township, Precinct 1",253,0
1450994000001,"Brady Township, Precinct 1",227,0
1451010000001,"Brant Township, Precinct 1",313,1
1451046000001,"Bridgeport Township, Precinct 1",154,0
1451046000002,"Bridgeport Township, Precinct 2",90,0
1451046000003,"Bridgeport Township, Precinct 3",215,0
1451156000001,"Buena Vista Charter Township, Precinct 1",,
1451156000002,"Buena Vista Charter Township, Precinct 2",31,0
1451156000003,"Buena Vista Charter Township, Precinct 3",13,0
1451354000001,"Carrollton Township, Precinct 1",63,0
1451354000002,"Carrollton Township, Precinct 2",112,1
1451466000001,"Chapin Township, Precinct 1",98,1
1451516000001,"Chesaning Township, Precinct 1",262,1
1453022000001,"Frankenmuth Township, Precinct 1",490,0
1453072000001,"Fremont Township, Precinct 1",289,0
1454148000001,"James Township, Precinct 1",283,1
1454190000001,"Jonesfield Township, Precinct 1",,
1454380000001,"Kochville Township, Precinct 1",146,1
1454456000001,"Lakefield Township, Precinct 1",152,0
0155096000001,"Maple Grove Township, Precinct 1",341,4
1515172000001,"Marion Township, Precinct 1",,
1176830000001,"Richland Township, Precinct 1",162,0
0776826000002,"Richland Township, Precinct 2",,
1457054000001,"Saginaw Township, Precinct 1",210,2
1457054000002,"Saginaw Township, Precinct 2",215,1
1457054000003,"Saginaw Township, Precinct 3",101,0
1457054000004,"Saginaw Township, Precinct 4",96,0
1457054000005,"Saginaw Township, Precinct 5",183,0
1457054000006,"Saginaw Township, Precinct 6",153,1
1457054000007,"Saginaw Township, Precinct 7",164,1
1457054000008,"Saginaw Township, Precinct 8",180,1
1457054000009,"Saginaw Township, Precinct 9",243,2
1457054000010,"Saginaw Township, Precinct 10",151,0
1457054000011,"Saginaw Township, Precinct 11",66,0
1457054000012,"Saginaw Township, Precinct 12",225,0
1457054000013,"Saginaw Township, Precinct 13",152,0
1457548000001,"Spaulding Township, Precinct 1",182,0
1457066000001,"St. Charles Township, Precinct 1",251,1
1457766000001,"Swan Creek Township, Precinct 1",418,1
1457910000001,"Taymouth Township, Precinct 1",345,2
1457952000001,"Thomas Township, Precinct 1",120,0
1457952000002,"Thomas Township, Precinct 2",141,2
1457952000003,"Thomas Township, Precinct 3",274,0
1457952000004,"Thomas Township, Precinct 4",80,0
1457952000005,"Thomas Township, Precinct 5",212,1
1457984000001,"Tittabawassee Township, Precinct 1",208,0
1457984000002,"Tittabawassee Township, Precinct 2",207,3
1457984000003,"Tittabawassee Township, Precinct 3",,
1457984000004,"Tittabawassee Township, Precinct 4",,
1458934000001,"Zilwaukee Township, Precinct 1",11,0
