id,name,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in
1453020000001,"City of Frankenmuth, Precinct 1",121,9,76,0
1457052000001,"City of Saginaw, Precinct 1",36,1,94,0
1457052000002,"City of Saginaw, Precinct 2",,,,
1457052000003,"City of Saginaw, Precinct 3",32,0,76,0
1457052000004,"City of Saginaw, Precinct 4",25,2,43,0
1457052000005,"City of Saginaw, Precinct 5",20,0,29,0
1457052000006,"City of Saginaw, Precinct 6",22,2,50,0
1457052000007,"City of Saginaw, Precinct 7",38,2,96,0
1457052000008,"City of Saginaw, Precinct 8",28,1,67,0
1457052000009,"City of Saginaw, Precinct 9",33,3,63,1
1457052000010,"City of Saginaw, Precinct 10",83,9,49,0
1457052000011,"City of Saginaw, Precinct 11",73,5,31,0
1457052000012,"City of Saginaw, Precinct 12",59,1,27,0
1457052000013,"City of Saginaw, Precinct 13",109,5,52,0
1457052000014,"City of Saginaw, Precinct 14",137,2,99,0
1457052000015,"City of Saginaw, Precinct 15",81,2,42,0
1457052000016,"City of Saginaw, Precinct 16",162,9,71,1
1458932000001,"City of Zilwaukee, Precinct 1",,,,
1450092000001,"Albee Township, Precinct 1",,,,
1450856000001,"Birch Run Township, Precinct 1",104,4,67,0
1450856000002,"Birch Run Township, Precinct 2",,,,
1450940000001,"Blumfield Township, Precinct 1",29,1,29,2
1450994000001,"Brady Township, Precinct 1",75,20,121,0
1451010000001,"Brant Township, Precinct 1",70,7,104,0
1451046000001,"Bridgeport Township, Precinct 1",61,12,72,0
1451046000002,"Bridgeport Township, Precinct 2",81,17,150,0
1451046000003,"Bridgeport Township, Precinct 3",35,9,77,1
1451156000001,"Buena Vista Charter Township, Precinct 1",,,,
1451156000002,"Buena Vista Charter Township, Precinct 2",48,6,90,0
1451156000003,"Buena Vista Charter Township, Precinct 3",28,4,102,0
1451354000001,"Carrollton Township, Precinct 1",84,2,36,0
1451354000002,"Carrollton Township, Precinct 2",111,7,72,0
1451466000001,"Chapin Township, Precinct 1",28,6,39,0
1451516000001,"Chesaning Township, Precinct 1",137,11,102,1
1453022000001,"Frankenmuth Township, Precinct 1",102,11,118,0
1453072000001,"Fremont Township, Precinct 1",67,11,122,0
1454148000001,"James Township, Precinct 1",74,14,130,0
1454190000001,"Jonesfield Township, Precinct 1",,,,
1454380000001,"Kochville Township, Precinct 1",70,3,62,0
1454456000001,"Lakefield Township, Precinct 1",28,7,64,1
0155096000001,"Maple Grove Township, Precinct 1",107,29,219,0
1515172000001,"Marion Township, Precinct 1",,,,
1176830000001,"Richland Township, Precinct 1",51,4,42,0
0776826000002,"Richland Township, Precinct 2",,,,
1457054000001,"Saginaw Township, Precinct 1",115,3,110,0
1457054000002,"Saginaw Township, Precinct 2",205,17,131,0
1457054000003,"Saginaw Township, Precinct 3",114,7,77,0
1457054000004,"Saginaw Township, Precinct 4",61,2,53,0
1457054000005,"Saginaw Township, Precinct 5",126,8,75,0
1457054000006,"Saginaw Township, Precinct 6",101,10,93,0
1457054000007,"Saginaw Township, Precinct 7",130,9,87,0
1457054000008,"Saginaw Township, Precinct 8",125,10,85,0
1457054000009,"Saginaw Township, Precinct 9",162,12,128,0
1457054000010,"Saginaw Township, Precinct 10",103,3,78,0
1457054000011,"Saginaw Township, Precinct 11",94,6,68,1
1457054000012,"Saginaw Township, Precinct 12",186,7,123,0
1457054000013,"Saginaw Township, Precinct 13",128,2,83,0
1457548000001,"Spaulding Township, Precinct 1",96,18,135,0
1457066000001,"St. Charles Township, Precinct 1",65,9,77,1
1457766000001,"Swan Creek Township, Precinct 1",112,21,176,0
1457910000001,"Taymouth Township, Precinct 1",109,14,93,0
1457952000001,"Thomas Township, Precinct 1",47,11,32,0
1457952000002,"Thomas Township, Precinct 2",63,1,51,0
1457952000003,"Thomas Township, Precinct 3",85,12,55,0
1457952000004,"Thomas Township, Precinct 4",39,4,39,0
1457952000005,"Thomas Township, Precinct 5",106,1,94,0
1457984000001,"Tittabawassee Township, Precinct 1",77,3,45,0
1457984000002,"Tittabawassee Township, Precinct 2",67,8,49,0
1457984000003,"Tittabawassee Township, Precinct 3",,,,
1457984000004,"Tittabawassee Township, Precinct 4",,,,
1458934000001,"Zilwaukee Township, Precinct 1",0,0,4,0
