id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
650080000001,"Alaiedon Township, Precinct 1",4,56,17,0,0
650080000002,"Alaiedon Township, Precinct 2",5,46,36,2,0
650424000001,"Aurelius Township, Precinct 1",15,82,28,1,0
650424000002,"Aurelius Township, Precinct 2",6,47,31,1,0
651164000001,"Bunker Hill Township, Precinct 1",37,88,101,5,0
652142000001,"Delhi Charter Township, Precinct 1",8,86,30,1,0
652142000002,"Delhi Charter Township, Precinct 2",2,41,18,0,0
652142000003,"Delhi Charter Township, Precinct 3",14,84,42,1,1
652142000004,"Delhi Charter Township, Precinct 4",16,85,51,0,0
652142000005,"Delhi Charter Township, Precinct 5",8,79,29,0,1
652142000006,"Delhi Charter Township, Precinct 6",5,43,31,1,0
652142000007,"Delhi Charter Township, Precinct 7",15,48,23,3,1
652412000001,"City of East Lansing, Precinct 1",1,27,8,1,0
652412000002,"City of East Lansing, Precinct 2",9,32,9,0,0
652412000003,"City of East Lansing, Precinct 3",1,20,9,0,0
652412000004,"City of East Lansing, Precinct 4",2,37,6,0,0
652412000005,"City of East Lansing, Precinct 5",3,5,3,0,0
652412000006,"City of East Lansing, Precinct 6",1,20,1,1,0
652412000007,"City of East Lansing, Precinct 7",4,19,13,0,0
652412000009,"City of East Lansing, Precinct 9",0,5,1,0,0
652412000010,"City of East Lansing, Precinct 10",0,1,0,0,0
652412000011,"City of East Lansing, Precinct 11",1,0,0,0,0
652412000012,"City of East Lansing, Precinct 12",0,1,1,0,0
652412000013,"City of East Lansing, Precinct 13",0,1,0,0,0
654064000001,"Ingham Township, Precinct 1",49,144,96,5,1
654600001001,"City of Lansing, Ward 1, Precinct 1",15,43,41,1,0
654600001002,"City of Lansing, Ward 1, Precinct 2",0,4,13,0,0
654600001003,"City of Lansing, Ward 1, Precinct 3",5,61,23,2,0
654600001005,"City of Lansing, Ward 1, Precinct 5",3,23,15,1,0
654600001008,"City of Lansing, Ward 1, Precinct 8",3,20,13,1,0
654600001009,"City of Lansing, Ward 1, Precinct 9",1,7,11,0,0
654600001010,"City of Lansing, Ward 1, Precinct 10",3,14,14,0,0
654600002012,"City of Lansing, Ward 2, Precinct 12",8,46,27,0,1
654600002013,"City of Lansing, Ward 2, Precinct 13",5,26,12,2,0
654600002014,"City of Lansing, Ward 2, Precinct 14",7,21,8,1,0
654600002015,"City of Lansing, Ward 2, Precinct 15",7,46,22,2,0
654600002017,"City of Lansing, Ward 2, Precinct 17",2,27,7,0,0
654600002018,"City of Lansing, Ward 2, Precinct 18",1,25,24,0,0
654600002020,"City of Lansing, Ward 2, Precinct 20",5,13,19,0,0
654600003023,"City of Lansing, Ward 3, Precinct 23",8,32,19,0,0
654600003025,"City of Lansing, Ward 3, Precinct 25",5,33,23,1,1
654600003027,"City of Lansing, Ward 3, Precinct 27",3,19,8,2,0
654600003028,"City of Lansing, Ward 3, Precinct 28",4,22,15,0,0
654600003030,"City of Lansing, Ward 3, Precinct 30",1,29,15,0,0
654600004032,"City of Lansing, Ward 4, Precinct 32",10,50,24,0,0
654600004034,"City of Lansing, Ward 4, Precinct 34",7,32,14,1,0
654600004035,"City of Lansing, Ward 4, Precinct 35",6,20,7,0,0
654600004036,"City of Lansing, Ward 4, Precinct 36",0,10,4,1,0
654600004037,"City of Lansing, Ward 4, Precinct 37",3,13,8,0,1
654600004038,"City of Lansing, Ward 4, Precinct 38",1,8,11,0,2
654600004039,"City of Lansing, Ward 4, Precinct 39",16,62,39,1,0
654602000001,"Lansing Charter Township, Precinct 1",8,53,45,0,0
654602000002,"Lansing Charter Township, Precinct 2",11,42,21,1,1
654708000001,"Leroy Township, Precinct 1",24,129,66,4,2
654718000001,"City of Leslie, Precinct 1",23,51,38,1,0
654720000001,"Leslie Township, Precinct 1",41,150,116,5,0
654904000001,"Locke Township, Precinct 1",37,154,78,5,1
655218000001,"City of Mason, Precinct 1",31,83,51,3,0
655218000002,"City of Mason, Precinct 2",40,130,66,2,0
655314000001,"Meridian Charter Township, Precinct 1",10,85,26,1,0
655314000002,"Meridian Charter Township, Precinct 2",6,35,29,1,0
655314000003,"Meridian Charter Township, Precinct 3",9,52,22,1,1
655314000004,"Meridian Charter Township, Precinct 4",17,62,31,0,0
655314000005,"Meridian Charter Township, Precinct 5",0,0,0,0,0
655314000006,"Meridian Charter Township, Precinct 6",4,22,12,0,0
655314000007,"Meridian Charter Township, Precinct 7",3,37,20,0,1
655314000008,"Meridian Charter Township, Precinct 8",7,42,21,1,0
655314000009,"Meridian Charter Township, Precinct 9",1,1,2,0,0
655314000010,"Meridian Charter Township, Precinct 10",3,24,7,1,0
655314000011,"Meridian Charter Township, Precinct 11",10,35,14,1,0
655314000012,"Meridian Charter Township, Precinct 12",4,8,4,0,0
655314000013,"Meridian Charter Township, Precinct 13",1,32,12,1,0
655314000014,"Meridian Charter Township, Precinct 14",5,51,22,0,0
656080000001,"Onondaga Township, Precinct 1",66,150,128,9,0
657658000001,"Stockbridge Township, Precinct 1",75,246,184,11,1
658222000001,"Vevay Township, Precinct 1",18,95,67,1,0
658652000001,"Wheatfield Township, Precinct 1",42,118,88,5,0
658690000001,"White Oak Township, Precinct 1",27,75,77,1,0
658742000001,"City of Williamston, Precinct 1",16,65,51,1,0
658744000001,"Williamstown Township, Precinct 1",10,88,25,1,0
658744000002,"Williamstown Township, Precinct 2",10,86,39,1,0
