name,ballots,T. P. Nykoriak,Write-in,id
"City of Detroit, Precinct 100",63,0,0,1632200003100
"City of Detroit, Precinct 101",83,0,0,1632200004101
"City of Detroit, Precinct 102",54,0,0,1632200003102
"City of Detroit, Precinct 103",76,2,0,1632200004103
"City of Detroit, Precinct 105",165,4,0,1632200004105
"City of Detroit, Precinct 107",26,1,0,1632200003107
"City of Detroit, Precinct 111",105,1,0,1632200004111
"City of Detroit, Precinct 112",134,2,0,1632200004112
"City of Detroit, Precinct 115",183,2,0,1632200004115
"City of Detroit, Precinct 116",171,1,0,1632200004116
"City of Detroit, Precinct 120",167,1,0,1632200005120
"City of Detroit, Precinct 121",119,0,0,1632200003121
"City of Detroit, Precinct 122",53,0,0,1632200005122
"City of Detroit, Precinct 123",28,0,0,1632200005123
"City of Detroit, Precinct 124",596,5,0,1632200005124
"City of Detroit, Precinct 125",449,5,0,1632200005125
"City of Detroit, Precinct 126",168,2,0,1632200005126
"City of Detroit, Precinct 128",105,3,0,1632200005128
"City of Detroit, Precinct 129",63,1,0,1632200005129
"City of Detroit, Precinct 130",92,1,0,1632200005130
"City of Detroit, Precinct 132",393,5,0,1632200005132
"City of Detroit, Precinct 133",241,9,0,1632200005133
"City of Detroit, Precinct 134",208,5,0,1632200005134
"City of Detroit, Precinct 135",153,0,0,1632200004135
"City of Detroit, Precinct 136",373,2,0,1632200005136
"City of Detroit, Precinct 137",47,1,0,1632200005137
"City of Detroit, Precinct 138",193,8,0,1632200005138
"City of Detroit, Precinct 139",182,1,0,1632200005139
"City of Detroit, Precinct 140",111,5,0,1632200005140
"City of Detroit, Precinct 143",134,6,0,1632200006143
"City of Detroit, Precinct 144",168,7,0,1632200006144
"City of Detroit, Precinct 145",98,9,0,1632200006145
"City of Detroit, Precinct 146",191,10,0,1632200006146
"City of Detroit, Precinct 147",154,2,0,1632200005147
"City of Detroit, Precinct 148",85,1,0,1632200006148
"City of Detroit, Precinct 150",160,2,1,1632200006150
"City of Detroit, Precinct 151",366,5,0,1632200006151
"City of Detroit, Precinct 156",118,1,0,1632200005156
"City of Detroit, Precinct 157",130,5,0,1632200006157
"City of Detroit, Precinct 158",180,5,0,1632200005158
"City of Detroit, Precinct 159",133,3,0,1632200005159
"City of Detroit, Precinct 161",145,3,1,1632200005161
"City of Detroit, Precinct 162",208,2,0,1632200005162
"City of Detroit, Precinct 164",57,2,0,1632200005164
"City of Detroit, Precinct 165",302,4,0,1632200005165
"City of Detroit, Precinct 166",45,0,0,1632200007166
"City of Detroit, Precinct 167",171,0,0,1632200005167
"City of Detroit, Precinct 168",171,3,0,1632200005168
"City of Detroit, Precinct 169",119,4,0,1632200005169
"City of Detroit, Precinct 172",106,1,0,1632200003172
"City of Detroit, Precinct 173",160,3,1,1632200003173
"City of Detroit, Precinct 174",62,1,0,1632200003174
"City of Detroit, Precinct 175",35,2,0,1632200003175
"City of Detroit, Precinct 176",115,1,0,1632200003176
"City of Detroit, Precinct 177",105,2,0,1632200003177
"City of Detroit, Precinct 178",96,4,0,1632200003178
"City of Detroit, Precinct 180",78,0,0,1632200003180
"City of Detroit, Precinct 182",166,3,0,1632200003182
"City of Detroit, Precinct 183",53,0,0,1632200003183
"City of Detroit, Precinct 184",195,2,0,1632200003184
"City of Detroit, Precinct 185",103,0,0,1632200003185
"City of Detroit, Precinct 188",86,1,0,1632200003188
"City of Detroit, Precinct 189",112,2,0,1632200003189
"City of Detroit, Precinct 190",56,0,0,1632200003190
"City of Detroit, Precinct 191",121,1,0,1632200003191
"City of Detroit, Precinct 192",102,1,0,1632200003192
"City of Detroit, Precinct 193",69,1,0,1632200003193
"City of Detroit, Precinct 194",55,0,0,1632200003194
"City of Detroit, Precinct 195",149,0,0,1632200003195
"City of Detroit, Precinct 197",53,3,0,1632200003197
"City of Detroit, Precinct 198",96,2,0,1632200003198
"City of Detroit, Precinct 199",42,0,0,1632200003199
"City of Detroit, Precinct 200",142,1,0,1632200002200
"City of Detroit, Precinct 201",358,6,0,1632200002201
"City of Detroit, Precinct 203",247,1,0,1632200002203
"City of Detroit, Precinct 204",177,4,0,1632200002204
"City of Detroit, Precinct 207",275,4,0,1632200002207
"City of Detroit, Precinct 208",275,4,0,1632200002208
"City of Detroit, Precinct 209",83,0,0,1632200002209
"City of Detroit, Precinct 210",89,1,0,1632200002210
"City of Detroit, Precinct 211",158,3,0,1632200002211
"City of Detroit, Precinct 212",159,3,0,1632200005212
"City of Detroit, Precinct 215",76,0,1,1632200005215
"City of Detroit, Precinct 216",59,0,0,1632200005216
"City of Detroit, Precinct 217",107,0,0,1632200005217
"City of Detroit, Precinct 218",48,0,0,1632200005218
"City of Detroit, Precinct 219",65,1,0,1632200005219
"City of Detroit, Precinct 220",75,0,0,1632200005220
"City of Detroit, Precinct 221",257,1,0,1632200002221
"City of Detroit, Precinct 222",97,0,0,1632200002222
"City of Detroit, Precinct 238",93,0,0,1632200002238
"City of Detroit, Precinct 239",100,3,0,1632200002239
"City of Detroit, Precinct 259",99,3,0,1632200002259
"City of Detroit, Precinct 260",121,1,0,1632200002260
"City of Detroit, Precinct 360",6,0,0,1632200006360
"City of Detroit, Precinct 386",111,0,0,1632200002386
"City of Detroit, Precinct 387",66,0,0,1632200002387
"City of Detroit, Precinct 390",59,0,0,1632200002390
"City of Detroit, Precinct 396",124,0,0,1632200007396
"City of Detroit, Precinct 398",112,0,0,1632200007398
"City of Detroit, Precinct 399",123,1,0,1632200007399
"City of Detroit, Precinct 400",112,1,0,1632200007400
"City of Detroit, Precinct 402",57,1,0,1632200002402
"City of Detroit, Precinct 405",85,0,1,1632200007405
"City of Detroit, Precinct 409",99,2,0,1632200007409
"City of Detroit, Precinct 414",52,1,0,1632200007414
"City of Detroit, Precinct 415",110,0,0,1632200007415
"City of Detroit, Precinct 416",36,0,0,1632200006416
"City of Detroit, Precinct 417",38,0,0,1632200006417
"City of Detroit, Precinct 418",102,2,0,1632200006418
"City of Detroit, Precinct 419",95,0,0,1632200006419
"City of Detroit, Precinct 420",60,0,0,1632200006420
"City of Detroit, Precinct 421",17,0,0,1632200006421
"City of Detroit, Precinct 422",67,1,0,1632200006422
"City of Detroit, Precinct 423",63,2,0,1632200006423
"City of Detroit, Precinct 424",37,2,0,1632200006424
"City of Detroit, Precinct 425",71,3,0,1632200006425
"City of Detroit, Precinct 426",112,0,0,1632200005426
"City of Detroit, Precinct 428",89,0,0,1632200005428
"City of Detroit, Precinct 429",76,1,0,1632200005429
"City of Detroit, Precinct 430",120,1,1,1632200005430
"City of Detroit, Precinct 432",123,2,0,1632200005432
"City of Detroit, Precinct 433",58,1,0,1632200005433
"City of Detroit, Precinct 434",55,0,1,1632200005434
"City of Detroit, Precinct 435",27,0,0,1632200005435
"City of Detroit, Precinct 436",115,1,0,1632200005436
"City of Detroit, Precinct 437",74,0,0,1632200005437
"City of Detroit, Precinct 438",71,1,0,1632200005438
"City of Detroit, Precinct 439",70,2,0,1632200005439
"City of Detroit, Precinct 440",29,0,0,1632200005440
"City of Detroit, Precinct 441",134,2,0,1632200005441
"City of Detroit, Precinct 442",160,1,0,1632200005442
"City of Detroit, Precinct 443",3,0,0,1632200005443
"City of Detroit, Precinct 444",0,0,0,1632200006444
"City of Detroit, Precinct 446",73,0,0,1632200005446
"City of Detroit, Precinct 447",76,1,0,1632200005447
"City of Detroit, Precinct 448",52,1,0,1632200005448
"City of Detroit, Precinct 449",74,0,0,1632200005449
"City of Detroit, Precinct 450",0,0,0,1632200005450
"City of Detroit, Precinct 452",38,1,0,1632200005452
"City of Detroit, Precinct 453",62,0,1,1632200006453
"City of Detroit, Precinct 457",73,1,0,1632200006457
"City of Detroit, Precinct 458",56,1,0,1632200006458
"City of Detroit, Precinct 460",56,1,1,1632200006460
"City of Detroit, Precinct 461",191,6,0,1632200006461
"City of Detroit, Precinct 462",87,2,0,1632200006462
"City of Detroit, Precinct 464",123,6,0,1632200006464
"City of Detroit, Precinct 466",161,3,0,1632200006466
"City of Detroit, Precinct 470",90,4,0,1632200006470
"City of Detroit, Precinct 471",51,2,1,1632200006471
"City of Detroit, Precinct 472",72,7,0,1632200006472
"City of Detroit, Precinct 473",107,9,1,1632200006473
"City of Detroit, Precinct 474",44,5,1,1632200006474
"City of Detroit, Precinct 475",29,0,0,1632200006475
"City of Detroit, Precinct 477",126,17,0,1632200006477
"City of Detroit, Precinct 479",37,4,0,1632200006479
"City of Detroit, Precinct 480",75,4,0,1632200006480
"City of Detroit, Precinct 481",102,7,0,1632200006481
"City of Detroit, Precinct 482",130,1,0,1632200006482
"City of Detroit, Precinct 483",152,2,0,1632200006483
"City of Detroit, Precinct 484",134,1,0,1632200006484
"City of Detroit, Precinct 485",138,0,0,1632200006485
"City of Detroit, Precinct 490",10,0,0,1632200002490
"City of Detroit, Precinct 491",142,1,0,1632200004491
"City of Detroit, Precinct 493",131,1,0,1632200005493
"City of Detroit, Precinct 496",192,3,0,1632200005496
"City of Detroit, Precinct 497",88,1,0,1632200005497
"City of Detroit, Precinct 500",53,0,0,1632200006500
"City of Detroit, Precinct 502",68,2,0,1632200004502
"City of Ecorse, Precinct 1",0,0,0,1632474000001
"City of Ecorse, Precinct 2",0,0,0,1632474000002
"City of Ecorse, Precinct 3",0,0,0,1632474000003
"City of Ecorse, Precinct 4",0,0,0,1632474000004
"City of Grosse Pointe, Precinct 1",0,0,0,1633548000001
"City of Grosse Pointe, Precinct 2",0,0,0,1633548000002
"City of Grosse Pointe Farms, Precinct 1",0,0,0,1633552000001
"City of Grosse Pointe Farms, Precinct 2",0,0,0,1633552000002
"City of Grosse Pointe Park, Precinct 1",0,0,0,1633554000001
"City of Grosse Pointe Park, Precinct 2",0,0,0,1633554000002
"City of Grosse Pointe Park, Precinct 4",0,0,0,1633554000004
"City of Grosse Pointe Park, Precinct 5",0,0,0,1633554000005
"City of Grosse Pointe Park, Precinct 6",0,0,0,1633554000006
"City of Grosse Pointe Park, Precinct 7",0,0,0,1633554000007
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 1",0,0,0,1638245300001
"City of Grosse Pointe Woods, Precinct 1",0,0,0,1633558000001
"City of Grosse Pointe Woods, Precinct 2",0,0,0,1633558000002
"City of Grosse Pointe Woods, Precinct 3",0,0,0,1633558000003
"City of Hamtramck, Precinct 1",0,0,0,1633628000001
"City of Hamtramck, Precinct 2",0,0,0,1633628000002
"City of Hamtramck, Precinct 3",0,0,0,1633628000003
"City of Hamtramck, Precinct 4",0,0,0,1633628000004
"City of Hamtramck, Precinct 5",0,0,0,1633628000005
"City of Harper Woods, Precinct 1",0,0,0,1633670000001
"City of Harper Woods, Precinct 2",0,0,0,1633670000002
"City of Harper Woods, Precinct 3",0,0,0,1633670000003
"City of Highland Park, Precinct 1",0,0,0,1633818000001
"City of Highland Park, Precinct 2",0,0,0,1633818000002
"City of Highland Park, Precinct 3",0,0,0,1633818000003
"City of Highland Park, Precinct 4",0,0,0,1633818000004
"City of Highland Park, Precinct 5",0,0,0,1633818000005
"City of Highland Park, Precinct 6",0,0,0,1633818000006
"City of Lincoln Park, Precinct 1",0,0,0,1634780000001
"City of Lincoln Park, Precinct 3",0,0,0,1634780000003
"City of Lincoln Park, Precinct 5",0,0,0,1634780000005
"City of Lincoln Park, Precinct 7",0,0,0,1634780000007
"City of Lincoln Park, Precinct 9",0,0,0,1634780000009
"City of Lincoln Park, Precinct 11",0,0,0,1634780000011
"City of Melvindale, Precinct 1",0,0,0,1635294000001
"City of Melvindale, Precinct 2",0,0,0,1635294000002
"City of Melvindale, Precinct 3",0,0,0,1635294000003
"City of Melvindale, Precinct 4",0,0,0,1635294000004
"City of Melvindale, Precinct 5",0,0,0,1635294000005
"City of River Rouge, Precinct 1",0,0,0,1636876000001
"City of River Rouge, Precinct 2",0,0,0,1636876000002
"City of River Rouge, Precinct 3",0,0,0,1636876000003
"City of River Rouge, Precinct 4",0,0,0,1636876000004
"City of River Rouge, Precinct 5",0,0,0,1636876000005
"City of Romulus, Precinct 1",0,0,0,1636942000001
"City of Romulus, Precinct 2",0,0,0,1636942000002
"City of Romulus, Precinct 3",0,0,0,1636942000003
"City of Romulus, Precinct 4",0,0,0,1636942000004
"City of Romulus, Precinct 5",0,0,0,1636942000005
"City of Romulus, Precinct 6",0,0,0,1636942000006
"City of Romulus, Precinct 7",0,0,0,1636942000007
"City of Romulus, Precinct 8",0,0,0,1636942000008
"City of Romulus, Precinct 9",0,0,0,1636942000009
"City of Romulus, Precinct 10",0,0,0,1636942000010
"City of Southgate, Precinct 1",0,0,0,1637496000001
"City of Southgate, Precinct 2",0,0,0,1637496000002
"City of Southgate, Precinct 3",0,0,0,1637496000003
"City of Southgate, Precinct 4",0,0,0,1637496000004
"City of Southgate, Precinct 5",0,0,0,1637496000005
"City of Taylor, Precinct 1",0,0,0,1637900000001
"City of Taylor, Precinct 2",0,0,0,1637900000002
"City of Taylor, Precinct 3",0,0,0,1637900000003
"City of Taylor, Precinct 4",0,0,0,1637900000004
"City of Taylor, Precinct 5",0,0,0,1637900000005
"City of Taylor, Precinct 6",0,0,0,1637900000006
"City of Taylor, Precinct 7",0,0,0,1637900000007
"City of Taylor, Precinct 8",0,0,0,1637900000008
"City of Taylor, Precinct 9",0,0,0,1637900000009
"City of Taylor, Precinct 10",0,0,0,1637900000010
"City of Taylor, Precinct 11",0,0,0,1637900000011
"City of Taylor, Precinct 12",0,0,0,1637900000012
"City of Taylor, Precinct 13",0,0,0,1637900000013
"City of Taylor, Precinct 14",0,0,0,1637900000014
"City of Taylor, Precinct 15",0,0,0,1637900000015
"City of Wayne, Precinct 1",0,0,0,1638494000001
"City of Wayne, Precinct 2",0,0,0,1638494000002
"City of Wayne, Precinct 3",0,0,0,1638494000003
"City of Wyandotte, Precinct 1",0,0,0,1638890000001
"City of Wyandotte, Precinct 2",0,0,0,1638890000002
"City of Wyandotte, Precinct 3",0,0,0,1638890000003
"City of Wyandotte, Precinct 4",0,0,0,1638890000004
"City of Wyandotte, Precinct 5",0,0,0,1638890000005
